The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Cabbage Tree Creek Upstream (Live)
Station Number, 214405
Longitude,150.892326
Latitude,-34.396647
Web,"http://www.mhl.nsw.gov.au/Site-214405"
Google Maps,"https://www.google.com.au/maps/place//@-34.396647,150.892326,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp
17/11/2007,00:00:00,4.020,55 (Fair),17/11/2007 00:00:00
18/11/2007,00:00:00,4.020,55 (Fair),18/11/2007 00:00:00
19/11/2007,00:00:00,4.020,55 (Fair),19/11/2007 00:00:00
20/11/2007,00:00:00,4.020,55 (Fair),20/11/2007 00:00:00
21/11/2007,00:00:00,4.020,55 (Fair),21/11/2007 00:00:00
22/11/2007,00:00:00,4.030,55 (Fair),22/11/2007 20:15:00
23/11/2007,00:00:00,4.040,55 (Fair),23/11/2007 23:15:00
24/11/2007,00:00:00,4.050,55 (Fair),24/11/2007 00:00:00
25/11/2007,00:00:00,4.030,55 (Fair),25/11/2007 00:00:00
26/11/2007,00:00:00,4.080,55 (Fair),26/11/2007 23:30:00
27/11/2007,00:00:00,4.400,55 (Fair),27/11/2007 02:15:00
28/11/2007,00:00:00,4.030,55 (Fair),28/11/2007 00:00:00
29/11/2007,00:00:00,4.020,55 (Fair),29/11/2007 00:00:00
30/11/2007,00:00:00,4.840,55 (Fair),30/11/2007 09:30:00
01/12/2007,00:00:00,4.040,55 (Fair),01/12/2007 00:00:00
02/12/2007,00:00:00,4.020,55 (Fair),02/12/2007 00:00:00
03/12/2007,00:00:00,4.030,55 (Fair),03/12/2007 14:30:00
04/12/2007,00:00:00,4.030,55 (Fair),04/12/2007 17:30:00
05/12/2007,00:00:00,4.070,55 (Fair),05/12/2007 10:00:00
06/12/2007,00:00:00,5.490,55 (Fair),06/12/2007 07:15:00
07/12/2007,00:00:00,4.190,55 (Fair),07/12/2007 16:15:00
08/12/2007,00:00:00,4.050,55 (Fair),08/12/2007 00:00:00
09/12/2007,00:00:00,4.030,55 (Fair),09/12/2007 00:00:00
10/12/2007,00:00:00,4.020,55 (Fair),10/12/2007 00:00:00
11/12/2007,00:00:00,4.140,55 (Fair),11/12/2007 20:30:00
12/12/2007,00:00:00,4.130,55 (Fair),12/12/2007 03:45:00
13/12/2007,00:00:00,4.230,55 (Fair),13/12/2007 09:30:00
14/12/2007,00:00:00,4.050,55 (Fair),14/12/2007 00:00:00
15/12/2007,00:00:00,4.040,55 (Fair),15/12/2007 06:30:00
16/12/2007,00:00:00,4.190,55 (Fair),16/12/2007 15:45:00
17/12/2007,00:00:00,4.070,55 (Fair),17/12/2007 00:00:00
18/12/2007,00:00:00,4.070,55 (Fair),18/12/2007 21:00:00
19/12/2007,00:00:00,4.030,55 (Fair),19/12/2007 00:00:00
20/12/2007,00:00:00,4.020,55 (Fair),20/12/2007 00:00:00
21/12/2007,00:00:00,4.020,55 (Fair),21/12/2007 00:00:00
22/12/2007,00:00:00,4.020,55 (Fair),22/12/2007 00:00:00
23/12/2007,00:00:00,4.020,55 (Fair),23/12/2007 00:00:00
24/12/2007,00:00:00,4.020,55 (Fair),24/12/2007 00:00:00
25/12/2007,00:00:00,4.050,55 (Fair),25/12/2007 04:15:00
26/12/2007,00:00:00,4.020,55 (Fair),26/12/2007 00:00:00
27/12/2007,00:00:00,4.030,55 (Fair),27/12/2007 14:45:00
28/12/2007,00:00:00,4.030,55 (Fair),28/12/2007 00:00:00
29/12/2007,00:00:00,4.030,55 (Fair),29/12/2007 12:45:00
30/12/2007,00:00:00,4.020,55 (Fair),30/12/2007 00:00:00
31/12/2007,00:00:00,4.020,55 (Fair),31/12/2007 00:00:00
01/01/2008,00:00:00,4.020,55 (Fair),01/01/2008 00:00:00
02/01/2008,00:00:00,4.020,55 (Fair),02/01/2008 00:00:00
03/01/2008,00:00:00,4.020,55 (Fair),03/01/2008 00:00:00
04/01/2008,00:00:00,4.020,55 (Fair),04/01/2008 00:00:00
05/01/2008,00:00:00,4.040,55 (Fair),05/01/2008 20:45:00
06/01/2008,00:00:00,4.030,55 (Fair),06/01/2008 00:00:00
07/01/2008,00:00:00,4.010,55 (Fair),07/01/2008 00:00:00
08/01/2008,00:00:00,4.010,55 (Fair),08/01/2008 00:00:00
09/01/2008,00:00:00,4.010,55 (Fair),09/01/2008 00:00:00
10/01/2008,00:00:00,4.010,55 (Fair),10/01/2008 00:00:00
11/01/2008,00:00:00,4.010,55 (Fair),11/01/2008 00:00:00
12/01/2008,00:00:00,4.020,55 (Fair),12/01/2008 05:30:00
13/01/2008,00:00:00,4.480,55 (Fair),13/01/2008 16:45:00
14/01/2008,00:00:00,4.030,55 (Fair),14/01/2008 00:00:00
15/01/2008,00:00:00,4.010,55 (Fair),15/01/2008 00:00:00
16/01/2008,00:00:00,4.200,55 (Fair),16/01/2008 17:30:00
17/01/2008,00:00:00,4.020,55 (Fair),17/01/2008 00:00:00
18/01/2008,00:00:00,4.360,55 (Fair),18/01/2008 18:00:00
19/01/2008,00:00:00,4.120,55 (Fair),19/01/2008 00:00:00
20/01/2008,00:00:00,4.070,55 (Fair),20/01/2008 17:30:00
21/01/2008,00:00:00,4.040,55 (Fair),21/01/2008 09:00:00
22/01/2008,00:00:00,4.030,55 (Fair),22/01/2008 00:00:00
23/01/2008,00:00:00,4.000,55 (Fair),23/01/2008 00:00:00
24/01/2008,00:00:00,4.010,55 (Fair),24/01/2008 01:45:00
25/01/2008,00:00:00,4.010,55 (Fair),25/01/2008 00:00:00
26/01/2008,00:00:00,4.010,55 (Fair),26/01/2008 00:00:00
27/01/2008,00:00:00,4.010,55 (Fair),27/01/2008 00:45:00
28/01/2008,00:00:00,4.010,55 (Fair),28/01/2008 00:00:00
29/01/2008,00:00:00,4.010,55 (Fair),29/01/2008 00:00:00
30/01/2008,00:00:00,4.010,55 (Fair),30/01/2008 00:00:00
31/01/2008,00:00:00,5.200,55 (Fair),31/01/2008 16:45:00
01/02/2008,00:00:00,4.110,55 (Fair),01/02/2008 02:30:00
02/02/2008,00:00:00,4.020,55 (Fair),02/02/2008 00:00:00
03/02/2008,00:00:00,4.160,55 (Fair),03/02/2008 21:45:00
04/02/2008,00:00:00,5.750,55 (Fair),04/02/2008 23:45:00
05/02/2008,00:00:00,6.140,55 (Fair),05/02/2008 00:45:00
06/02/2008,00:00:00,5.140,55 (Fair),06/02/2008 18:15:00
07/02/2008,00:00:00,4.720,55 (Fair),07/02/2008 13:30:00
08/02/2008,00:00:00,4.230,55 (Fair),08/02/2008 00:00:00
09/02/2008,00:00:00,4.310,55 (Fair),09/02/2008 06:45:00
10/02/2008,00:00:00,4.080,55 (Fair),10/02/2008 00:00:00
11/02/2008,00:00:00,4.050,55 (Fair),11/02/2008 00:00:00
12/02/2008,00:00:00,4.040,55 (Fair),12/02/2008 00:00:00
13/02/2008,00:00:00,4.030,55 (Fair),13/02/2008 00:00:00
14/02/2008,00:00:00,4.030,55 (Fair),14/02/2008 00:00:00
15/02/2008,00:00:00,4.060,55 (Fair),15/02/2008 17:15:00
16/02/2008,00:00:00,4.020,55 (Fair),16/02/2008 00:00:00
17/02/2008,00:00:00,4.020,55 (Fair),17/02/2008 00:00:00
18/02/2008,00:00:00,4.040,55 (Fair),18/02/2008 12:00:00
19/02/2008,00:00:00,4.020,55 (Fair),19/02/2008 00:00:00
20/02/2008,00:00:00,4.020,55 (Fair),20/02/2008 00:00:00
21/02/2008,00:00:00,4.020,55 (Fair),21/02/2008 00:00:00
22/02/2008,00:00:00,4.020,55 (Fair),22/02/2008 00:00:00
23/02/2008,00:00:00,4.010,55 (Fair),23/02/2008 00:00:00
24/02/2008,00:00:00,4.010,55 (Fair),24/02/2008 00:00:00
25/02/2008,00:00:00,4.030,55 (Fair),25/02/2008 02:45:00
26/02/2008,00:00:00,4.690,55 (Fair),26/02/2008 16:45:00
27/02/2008,00:00:00,4.130,55 (Fair),27/02/2008 16:30:00
28/02/2008,00:00:00,4.150,55 (Fair),28/02/2008 10:30:00
29/02/2008,00:00:00,4.060,55 (Fair),29/02/2008 00:00:00
01/03/2008,00:00:00,4.010,55 (Fair),01/03/2008 00:00:00
02/03/2008,00:00:00,4.010,55 (Fair),02/03/2008 00:00:00
03/03/2008,00:00:00,4.010,55 (Fair),03/03/2008 00:00:00
04/03/2008,00:00:00,4.010,55 (Fair),04/03/2008 00:00:00
05/03/2008,00:00:00,4.010,55 (Fair),05/03/2008 00:00:00
06/03/2008,00:00:00,4.010,55 (Fair),06/03/2008 00:00:00
07/03/2008,00:00:00,4.790,55 (Fair),07/03/2008 19:45:00
08/03/2008,00:00:00,4.080,55 (Fair),08/03/2008 00:00:00
09/03/2008,00:00:00,4.020,55 (Fair),09/03/2008 00:00:00
10/03/2008,00:00:00,4.020,55 (Fair),10/03/2008 00:00:00
11/03/2008,00:00:00,4.020,55 (Fair),11/03/2008 00:00:00
12/03/2008,00:00:00,4.020,55 (Fair),12/03/2008 00:00:00
13/03/2008,00:00:00,4.020,55 (Fair),13/03/2008 00:00:00
14/03/2008,00:00:00,4.020,55 (Fair),14/03/2008 00:00:00
15/03/2008,00:00:00,4.020,55 (Fair),15/03/2008 00:00:00
16/03/2008,00:00:00,4.020,55 (Fair),16/03/2008 00:00:00
17/03/2008,00:00:00,4.020,55 (Fair),17/03/2008 00:00:00
18/03/2008,00:00:00,4.020,55 (Fair),18/03/2008 00:00:00
19/03/2008,00:00:00,4.020,55 (Fair),19/03/2008 00:00:00
20/03/2008,00:00:00,4.610,55 (Fair),20/03/2008 20:00:00
21/03/2008,00:00:00,4.070,55 (Fair),21/03/2008 00:00:00
22/03/2008,00:00:00,4.080,55 (Fair),22/03/2008 07:00:00
23/03/2008,00:00:00,4.030,55 (Fair),23/03/2008 00:00:00
24/03/2008,00:00:00,4.090,55 (Fair),24/03/2008 20:15:00
25/03/2008,00:00:00,4.100,55 (Fair),25/03/2008 22:15:00
26/03/2008,00:00:00,4.060,55 (Fair),26/03/2008 00:00:00
27/03/2008,00:00:00,4.020,55 (Fair),27/03/2008 00:00:00
28/03/2008,00:00:00,4.050,55 (Fair),28/03/2008 17:30:00
29/03/2008,00:00:00,4.090,55 (Fair),29/03/2008 20:30:00
30/03/2008,00:00:00,4.030,55 (Fair),30/03/2008 00:00:00
31/03/2008,00:00:00,4.020,55 (Fair),31/03/2008 00:00:00
01/04/2008,00:00:00,4.020,55 (Fair),01/04/2008 00:00:00
02/04/2008,00:00:00,4.020,55 (Fair),02/04/2008 00:00:00
03/04/2008,00:00:00,4.020,55 (Fair),03/04/2008 03:45:00
04/04/2008,00:00:00,4.020,55 (Fair),04/04/2008 00:00:00
05/04/2008,00:00:00,4.020,55 (Fair),05/04/2008 00:00:00
06/04/2008,00:00:00,4.020,55 (Fair),06/04/2008 00:00:00
07/04/2008,00:00:00,4.140,55 (Fair),07/04/2008 19:45:00
08/04/2008,00:00:00,4.420,55 (Fair),08/04/2008 18:30:00
09/04/2008,00:00:00,4.060,55 (Fair),09/04/2008 02:45:00
10/04/2008,00:00:00,4.010,55 (Fair),10/04/2008 00:00:00
11/04/2008,00:00:00,4.020,55 (Fair),11/04/2008 06:00:00
12/04/2008,00:00:00,4.020,55 (Fair),12/04/2008 00:00:00
13/04/2008,00:00:00,4.040,55 (Fair),13/04/2008 18:45:00
14/04/2008,00:00:00,4.030,55 (Fair),14/04/2008 08:45:00
15/04/2008,00:00:00,4.030,55 (Fair),15/04/2008 22:00:00
16/04/2008,00:00:00,4.020,55 (Fair),16/04/2008 00:00:00
17/04/2008,00:00:00,4.070,55 (Fair),17/04/2008 11:00:00
18/04/2008,00:00:00,4.070,55 (Fair),18/04/2008 15:45:00
19/04/2008,00:00:00,4.080,55 (Fair),19/04/2008 05:15:00
20/04/2008,00:00:00,4.200,55 (Fair),20/04/2008 11:45:00
21/04/2008,00:00:00,4.040,55 (Fair),21/04/2008 01:00:00
22/04/2008,00:00:00,4.170,55 (Fair),22/04/2008 05:45:00
23/04/2008,00:00:00,4.090,55 (Fair),23/04/2008 00:00:00
24/04/2008,00:00:00,4.310,55 (Fair),24/04/2008 18:30:00
25/04/2008,00:00:00,4.130,55 (Fair),25/04/2008 05:30:00
26/04/2008,00:00:00,4.030,55 (Fair),26/04/2008 00:00:00
27/04/2008,00:00:00,4.010,55 (Fair),27/04/2008 00:00:00
28/04/2008,00:00:00,4.010,55 (Fair),28/04/2008 00:00:00
29/04/2008,00:00:00,4.010,55 (Fair),29/04/2008 00:00:00
30/04/2008,00:00:00,4.010,55 (Fair),30/04/2008 00:00:00
01/05/2008,00:00:00,4.010,55 (Fair),01/05/2008 00:00:00
02/05/2008,00:00:00,4.010,55 (Fair),02/05/2008 00:00:00
03/05/2008,00:00:00,4.010,55 (Fair),03/05/2008 00:00:00
04/05/2008,00:00:00,4.010,55 (Fair),04/05/2008 00:00:00
05/05/2008,00:00:00,4.020,55 (Fair),05/05/2008 22:00:00
06/05/2008,00:00:00,4.020,55 (Fair),06/05/2008 19:45:00
07/05/2008,00:00:00,4.020,55 (Fair),07/05/2008 00:00:00
08/05/2008,00:00:00,4.020,55 (Fair),08/05/2008 05:15:00
09/05/2008,00:00:00,4.020,55 (Fair),09/05/2008 00:00:00
10/05/2008,00:00:00,4.020,55 (Fair),10/05/2008 00:00:00
11/05/2008,00:00:00,4.020,55 (Fair),11/05/2008 00:45:00
12/05/2008,00:00:00,4.010,55 (Fair),12/05/2008 00:00:00
13/05/2008,00:00:00,4.010,55 (Fair),13/05/2008 00:00:00
14/05/2008,00:00:00,4.020,55 (Fair),14/05/2008 05:45:00
15/05/2008,00:00:00,4.020,55 (Fair),15/05/2008 03:45:00
16/05/2008,00:00:00,4.010,55 (Fair),16/05/2008 00:00:00
17/05/2008,00:00:00,4.010,55 (Fair),17/05/2008 00:00:00
18/05/2008,00:00:00,4.010,55 (Fair),18/05/2008 00:00:00
19/05/2008,00:00:00,4.010,55 (Fair),19/05/2008 00:00:00
20/05/2008,00:00:00,4.010,55 (Fair),20/05/2008 00:00:00
21/05/2008,00:00:00,4.010,55 (Fair),21/05/2008 00:00:00
22/05/2008,00:00:00,4.010,55 (Fair),22/05/2008 00:00:00
23/05/2008,00:00:00,4.020,55 (Fair),23/05/2008 04:15:00
24/05/2008,00:00:00,4.020,55 (Fair),24/05/2008 23:15:00
25/05/2008,00:00:00,4.020,55 (Fair),25/05/2008 01:45:00
26/05/2008,00:00:00,4.010,55 (Fair),26/05/2008 00:00:00
27/05/2008,00:00:00,4.010,55 (Fair),27/05/2008 00:00:00
28/05/2008,00:00:00,4.040,55 (Fair),28/05/2008 15:00:00
29/05/2008,00:00:00,4.010,55 (Fair),29/05/2008 00:00:00
30/05/2008,00:00:00,4.010,55 (Fair),30/05/2008 00:00:00
31/05/2008,00:00:00,4.010,55 (Fair),31/05/2008 00:00:00
01/06/2008,00:00:00,4.010,55 (Fair),01/06/2008 00:00:00
02/06/2008,00:00:00,4.090,55 (Fair),02/06/2008 11:30:00
03/06/2008,00:00:00,4.320,55 (Fair),03/06/2008 21:30:00
04/06/2008,00:00:00,4.470,55 (Fair),04/06/2008 15:30:00
05/06/2008,00:00:00,4.430,55 (Fair),05/06/2008 08:30:00
06/06/2008,00:00:00,4.150,55 (Fair),06/06/2008 01:45:00
07/06/2008,00:00:00,4.040,55 (Fair),07/06/2008 00:00:00
08/06/2008,00:00:00,4.040,55 (Fair),08/06/2008 17:45:00
09/06/2008,00:00:00,4.030,55 (Fair),09/06/2008 14:30:00
10/06/2008,00:00:00,4.020,55 (Fair),10/06/2008 00:00:00
11/06/2008,00:00:00,4.050,55 (Fair),11/06/2008 19:15:00
12/06/2008,00:00:00,4.040,55 (Fair),12/06/2008 00:00:00
13/06/2008,00:00:00,4.020,55 (Fair),13/06/2008 05:45:00
14/06/2008,00:00:00,4.010,55 (Fair),14/06/2008 00:00:00
15/06/2008,00:00:00,4.020,55 (Fair),15/06/2008 22:45:00
16/06/2008,00:00:00,4.020,55 (Fair),16/06/2008 00:00:00
17/06/2008,00:00:00,4.010,55 (Fair),17/06/2008 00:00:00
18/06/2008,00:00:00,4.010,55 (Fair),18/06/2008 00:00:00
19/06/2008,00:00:00,4.020,55 (Fair),19/06/2008 08:00:00
20/06/2008,00:00:00,4.020,55 (Fair),20/06/2008 01:15:00
21/06/2008,00:00:00,4.020,55 (Fair),21/06/2008 01:15:00
22/06/2008,00:00:00,4.020,55 (Fair),22/06/2008 21:30:00
23/06/2008,00:00:00,4.020,55 (Fair),23/06/2008 00:30:00
24/06/2008,00:00:00,4.020,55 (Fair),24/06/2008 08:00:00
25/06/2008,00:00:00,4.020,55 (Fair),25/06/2008 20:00:00
26/06/2008,00:00:00,4.020,55 (Fair),26/06/2008 00:00:00
27/06/2008,00:00:00,4.010,55 (Fair),27/06/2008 00:00:00
28/06/2008,00:00:00,4.010,55 (Fair),28/06/2008 00:00:00
29/06/2008,00:00:00,4.020,55 (Fair),29/06/2008 02:30:00
30/06/2008,00:00:00,4.050,55 (Fair),30/06/2008 22:45:00
01/07/2008,00:00:00,4.030,55 (Fair),01/07/2008 00:00:00
02/07/2008,00:00:00,4.010,55 (Fair),02/07/2008 00:00:00
03/07/2008,00:00:00,4.020,55 (Fair),03/07/2008 07:00:00
04/07/2008,00:00:00,4.020,55 (Fair),04/07/2008 02:15:00
05/07/2008,00:00:00,4.010,55 (Fair),05/07/2008 00:00:00
06/07/2008,00:00:00,4.020,55 (Fair),06/07/2008 03:15:00
07/07/2008,00:00:00,4.030,55 (Fair),07/07/2008 22:30:00
08/07/2008,00:00:00,4.030,55 (Fair),08/07/2008 00:00:00
09/07/2008,00:00:00,4.090,55 (Fair),09/07/2008 19:15:00
10/07/2008,00:00:00,4.030,55 (Fair),10/07/2008 00:00:00
11/07/2008,00:00:00,4.010,55 (Fair),11/07/2008 00:00:00
12/07/2008,00:00:00,4.010,55 (Fair),12/07/2008 00:00:00
13/07/2008,00:00:00,4.010,55 (Fair),13/07/2008 00:00:00
14/07/2008,00:00:00,4.010,55 (Fair),14/07/2008 00:00:00
15/07/2008,00:00:00,4.010,55 (Fair),15/07/2008 00:00:00
16/07/2008,00:00:00,4.010,55 (Fair),16/07/2008 00:00:00
17/07/2008,00:00:00,4.010,55 (Fair),17/07/2008 00:00:00
18/07/2008,00:00:00,4.010,55 (Fair),18/07/2008 00:00:00
19/07/2008,00:00:00,4.010,55 (Fair),19/07/2008 00:00:00
20/07/2008,00:00:00,4.060,55 (Fair),20/07/2008 23:15:00
21/07/2008,00:00:00,4.050,55 (Fair),21/07/2008 00:00:00
22/07/2008,00:00:00,4.010,55 (Fair),22/07/2008 00:00:00
23/07/2008,00:00:00,4.030,55 (Fair),23/07/2008 23:30:00
24/07/2008,00:00:00,4.100,55 (Fair),24/07/2008 15:15:00
25/07/2008,00:00:00,4.100,55 (Fair),25/07/2008 00:15:00
26/07/2008,00:00:00,4.010,55 (Fair),26/07/2008 00:00:00
27/07/2008,00:00:00,4.030,55 (Fair),27/07/2008 23:45:00
28/07/2008,00:00:00,4.150,55 (Fair),28/07/2008 17:15:00
29/07/2008,00:00:00,4.100,55 (Fair),29/07/2008 01:45:00
30/07/2008,00:00:00,4.010,55 (Fair),30/07/2008 00:00:00
31/07/2008,00:00:00,4.010,55 (Fair),31/07/2008 00:00:00
01/08/2008,00:00:00,4.010,55 (Fair),01/08/2008 02:15:00
02/08/2008,00:00:00,4.010,55 (Fair),02/08/2008 00:30:00
03/08/2008,00:00:00,4.010,55 (Fair),03/08/2008 06:15:00
04/08/2008,00:00:00,4.020,55 (Fair),04/08/2008 06:30:00
