The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Fairy Creek Downstream (Live)
Station Number, 214404
Longitude,150.892952
Latitude,-34.413631
Web,"http://www.mhl.nsw.gov.au/Site-214404"
Google Maps,"https://www.google.com.au/maps/place//@-34.413631,150.892952,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp,Occurrence count
24/06/2004,00:00:00,0.750,100 (Leost Code),24/06/2004 12:00:00,
25/06/2004,00:00:00,0.750,100 (Leost Code),25/06/2004 01:45:00,
26/06/2004,00:00:00,0.760,100 (Leost Code),26/06/2004 00:30:00,
27/06/2004,00:00:00,0.770,100 (Leost Code),27/06/2004 21:45:00,
28/06/2004,00:00:00,0.770,100 (Leost Code),28/06/2004 01:30:00,
29/06/2004,00:00:00,0.790,100 (Leost Code),29/06/2004 18:15:00,
30/06/2004,00:00:00,0.850,100 (Leost Code),30/06/2004 19:45:00,
01/07/2004,00:00:00,0.880,105 (Poor),01/07/2004 19:45:00,
02/07/2004,00:00:00,0.910,105 (Poor),02/07/2004 20:45:00,
03/07/2004,00:00:00,0.960,105 (Poor),03/07/2004 21:15:00,
04/07/2004,00:00:00,0.970,105 (Poor),04/07/2004 03:30:00,
05/07/2004,00:00:00,0.970,105 (Poor),05/07/2004 00:45:00,
06/07/2004,00:00:00,0.980,105 (Poor),06/07/2004 03:30:00,
07/07/2004,00:00:00,0.980,105 (Poor),07/07/2004 09:45:00,
08/07/2004,00:00:00,0.980,105 (Poor),08/07/2004 01:45:00,
09/07/2004,00:00:00,1.170,105 (Poor),09/07/2004 23:30:00,
10/07/2004,00:00:00,1.340,105 (Poor),10/07/2004 23:15:00,
11/07/2004,00:00:00,1.420,105 (Poor),11/07/2004 20:45:00,
12/07/2004,00:00:00,1.430,105 (Poor),12/07/2004 09:15:00,
13/07/2004,00:00:00,1.430,105 (Poor),13/07/2004 00:00:00,
14/07/2004,00:00:00,1.430,105 (Poor),14/07/2004 00:00:00,
15/07/2004,00:00:00,1.430,105 (Poor),15/07/2004 00:00:00,
16/07/2004,00:00:00,1.440,105 (Poor),16/07/2004 08:15:00,
17/07/2004,00:00:00,1.560,105 (Poor),17/07/2004 23:30:00,
18/07/2004,00:00:00,1.850,105 (Poor),18/07/2004 04:30:00,
19/07/2004,00:00:00,1.030,105 (Poor),19/07/2004 22:15:00,
20/07/2004,00:00:00,0.860,105 (Poor),20/07/2004 00:00:00,
21/07/2004,00:00:00,0.730,105 (Poor),21/07/2004 00:00:00,
22/07/2004,00:00:00,0.630,161 (Data Loss),22/07/2004 00:00:00,
23/07/2004,00:00:00,0.620,161 (Data Loss),23/07/2004 00:00:00,
24/07/2004,00:00:00,0.680,161 (Data Loss),24/07/2004 15:00:00,
25/07/2004,00:00:00,0.640,161 (Data Loss),25/07/2004 00:00:00,
26/07/2004,00:00:00,0.620,161 (Data Loss),26/07/2004 00:00:00,
27/07/2004,00:00:00,0.610,161 (Data Loss),27/07/2004 00:00:00,
28/07/2004,00:00:00,0.750,105 (Poor),28/07/2004 18:15:00,
29/07/2004,00:00:00,0.960,105 (Poor),29/07/2004 18:45:00,
30/07/2004,00:00:00,0.970,105 (Poor),30/07/2004 19:45:00,
31/07/2004,00:00:00,1.020,105 (Poor),31/07/2004 20:30:00,
01/08/2004,00:00:00,1.040,105 (Poor),01/08/2004 21:15:00,
02/08/2004,00:00:00,1.110,105 (Poor),02/08/2004 22:15:00,
03/08/2004,00:00:00,0.920,105 (Poor),03/08/2004 23:15:00,
04/08/2004,00:00:00,0.860,105 (Poor),04/08/2004 00:00:00,
05/08/2004,00:00:00,0.760,105 (Poor),05/08/2004 00:00:00,
06/08/2004,00:00:00,0.610,161 (Data Loss),06/08/2004 00:00:00,
07/08/2004,00:00:00,0.610,161 (Data Loss),07/08/2004 00:00:00,
08/08/2004,00:00:00,0.610,161 (Data Loss),08/08/2004 00:00:00,
09/08/2004,00:00:00,0.610,161 (Data Loss),09/08/2004 00:00:00,
10/08/2004,00:00:00,0.610,161 (Data Loss),10/08/2004 00:00:00,
11/08/2004,00:00:00,0.610,161 (Data Loss),11/08/2004 00:00:00,
12/08/2004,00:00:00,0.670,161 (Data Loss),12/08/2004 19:15:00,
13/08/2004,00:00:00,0.770,105 (Poor),13/08/2004 19:45:00,
14/08/2004,00:00:00,0.800,105 (Poor),14/08/2004 20:15:00,
15/08/2004,00:00:00,1.010,105 (Poor),15/08/2004 22:00:00,
16/08/2004,00:00:00,0.910,105 (Poor),16/08/2004 22:15:00,
17/08/2004,00:00:00,0.980,105 (Poor),17/08/2004 11:30:00,
18/08/2004,00:00:00,0.920,105 (Poor),18/08/2004 23:00:00,
19/08/2004,00:00:00,0.920,105 (Poor),19/08/2004 00:00:00,
20/08/2004,00:00:00,0.650,161 (Data Loss),20/08/2004 00:00:00,
21/08/2004,00:00:00,0.650,161 (Data Loss),21/08/2004 22:45:00,
22/08/2004,00:00:00,0.650,161 (Data Loss),22/08/2004 00:00:00,
23/08/2004,00:00:00,0.630,161 (Data Loss),23/08/2004 00:00:00,
24/08/2004,00:00:00,0.640,161 (Data Loss),24/08/2004 17:15:00,
25/08/2004,00:00:00,0.660,161 (Data Loss),25/08/2004 16:30:00,
26/08/2004,00:00:00,0.720,105 (Poor),26/08/2004 18:15:00,
27/08/2004,00:00:00,0.730,105 (Poor),27/08/2004 19:00:00,
28/08/2004,00:00:00,0.790,105 (Poor),28/08/2004 20:00:00,
29/08/2004,00:00:00,0.810,105 (Poor),29/08/2004 20:15:00,
30/08/2004,00:00:00,0.810,105 (Poor),30/08/2004 21:30:00,
31/08/2004,00:00:00,0.820,105 (Poor),31/08/2004 23:45:00,
01/09/2004,00:00:00,0.850,105 (Poor),01/09/2004 23:30:00,
02/09/2004,00:00:00,0.930,105 (Poor),02/09/2004 10:15:00,
03/09/2004,00:00:00,0.960,105 (Poor),03/09/2004 23:00:00,
04/09/2004,00:00:00,1.050,105 (Poor),04/09/2004 23:45:00,
05/09/2004,00:00:00,1.130,105 (Poor),05/09/2004 03:00:00,
06/09/2004,00:00:00,0.660,161 (Data Loss),06/09/2004 00:00:00,
07/09/2004,00:00:00,0.770,105 (Poor),07/09/2004 23:00:00,
08/09/2004,00:00:00,0.740,105 (Poor),08/09/2004 00:00:00,
09/09/2004,00:00:00,0.720,105 (Poor),09/09/2004 17:30:00,
10/09/2004,00:00:00,0.740,105 (Poor),10/09/2004 16:30:00,
11/09/2004,00:00:00,0.750,105 (Poor),11/09/2004 09:15:00,
12/09/2004,00:00:00,0.760,105 (Poor),12/09/2004 18:15:00,
13/09/2004,00:00:00,0.800,105 (Poor),13/09/2004 20:15:00,
14/09/2004,00:00:00,0.820,105 (Poor),14/09/2004 20:15:00,
15/09/2004,00:00:00,0.830,105 (Poor),15/09/2004 20:30:00,
16/09/2004,00:00:00,0.860,105 (Poor),16/09/2004 22:00:00,
17/09/2004,00:00:00,0.860,105 (Poor),17/09/2004 09:30:00,
18/09/2004,00:00:00,0.870,105 (Poor),18/09/2004 11:15:00,
19/09/2004,00:00:00,1.420,105 (Poor),19/09/2004 20:45:00,
20/09/2004,00:00:00,0.890,105 (Poor),20/09/2004 00:00:00,
21/09/2004,00:00:00,0.650,161 (Data Loss),21/09/2004 00:00:00,
22/09/2004,00:00:00,0.650,161 (Data Loss),22/09/2004 00:00:00,
23/09/2004,00:00:00,0.710,105 (Poor),23/09/2004 23:45:00,
24/09/2004,00:00:00,0.790,105 (Poor),24/09/2004 18:00:00,
25/09/2004,00:00:00,0.780,105 (Poor),25/09/2004 18:45:00,
26/09/2004,00:00:00,0.730,105 (Poor),26/09/2004 20:30:00,
27/09/2004,00:00:00,0.710,105 (Poor),27/09/2004 20:30:00,
28/09/2004,00:00:00,0.740,105 (Poor),28/09/2004 02:15:00,
29/09/2004,00:00:00,0.910,105 (Poor),29/09/2004 23:45:00,
30/09/2004,00:00:00,1.070,105 (Poor),30/09/2004 05:30:00,
01/10/2004,00:00:00,1.230,105 (Poor),01/10/2004 11:45:00,
02/10/2004,00:00:00,1.230,105 (Poor),02/10/2004 11:00:00,
03/10/2004,00:00:00,0.970,105 (Poor),03/10/2004 13:30:00,
04/10/2004,00:00:00,0.750,105 (Poor),04/10/2004 00:00:00,
05/10/2004,00:00:00,0.650,161 (Data Loss),05/10/2004 00:00:00,
06/10/2004,00:00:00,0.650,161 (Data Loss),06/10/2004 00:00:00,
07/10/2004,00:00:00,0.650,161 (Data Loss),07/10/2004 00:00:00,
08/10/2004,00:00:00,0.650,161 (Data Loss),08/10/2004 00:00:00,
09/10/2004,00:00:00,0.660,161 (Data Loss),09/10/2004 18:30:00,
10/10/2004,00:00:00,0.690,161 (Data Loss),10/10/2004 17:45:00,
11/10/2004,00:00:00,0.690,161 (Data Loss),11/10/2004 00:00:00,
12/10/2004,00:00:00,0.690,161 (Data Loss),12/10/2004 00:00:00,
13/10/2004,00:00:00,0.660,161 (Data Loss),13/10/2004 00:00:00,
14/10/2004,00:00:00,0.770,105 (Poor),14/10/2004 17:00:00,
15/10/2004,00:00:00,0.890,105 (Poor),15/10/2004 23:30:00,
16/10/2004,00:00:00,0.930,105 (Poor),16/10/2004 10:00:00,
17/10/2004,00:00:00,0.960,105 (Poor),17/10/2004 10:30:00,
18/10/2004,00:00:00,1.060,105 (Poor),18/10/2004 04:15:00,
19/10/2004,00:00:00,0.750,105 (Poor),19/10/2004 23:45:00,
20/10/2004,00:00:00,0.800,105 (Poor),20/10/2004 16:00:00,
21/10/2004,00:00:00,2.000,105 (Poor),21/10/2004 07:45:00,
22/10/2004,00:00:00,1.230,105 (Poor),22/10/2004 07:00:00,
23/10/2004,00:00:00,0.830,105 (Poor),23/10/2004 16:45:00,
24/10/2004,00:00:00,0.960,105 (Poor),24/10/2004 17:30:00,
25/10/2004,00:00:00,0.740,105 (Poor),25/10/2004 00:00:00,
26/10/2004,00:00:00,0.670,161 (Data Loss),26/10/2004 00:00:00,
27/10/2004,00:00:00,0.800,105 (Poor),27/10/2004 07:45:00,
28/10/2004,00:00:00,1.040,105 (Poor),28/10/2004 22:00:00,
29/10/2004,00:00:00,1.150,105 (Poor),29/10/2004 09:15:00,
30/10/2004,00:00:00,0.790,105 (Poor),30/10/2004 10:00:00,
31/10/2004,00:00:00,0.760,105 (Poor),31/10/2004 10:15:00,
01/11/2004,00:00:00,0.740,105 (Poor),01/11/2004 21:00:00,
02/11/2004,00:00:00,0.730,105 (Poor),02/11/2004 00:00:00,
03/11/2004,00:00:00,0.660,161 (Data Loss),03/11/2004 00:00:00,
04/11/2004,00:00:00,0.730,105 (Poor),04/11/2004 22:45:00,
05/11/2004,00:00:00,0.950,105 (Poor),05/11/2004 12:30:00,
06/11/2004,00:00:00,0.670,161 (Data Loss),06/11/2004 00:00:00,
07/11/2004,00:00:00,0.650,161 (Data Loss),07/11/2004 00:00:00,
08/11/2004,00:00:00,0.710,105 (Poor),08/11/2004 05:00:00,
09/11/2004,00:00:00,0.790,105 (Poor),09/11/2004 03:00:00,
10/11/2004,00:00:00,0.780,105 (Poor),10/11/2004 05:00:00,
11/11/2004,00:00:00,0.840,105 (Poor),11/11/2004 18:45:00,
12/11/2004,00:00:00,0.850,105 (Poor),12/11/2004 08:15:00,
13/11/2004,00:00:00,0.990,105 (Poor),13/11/2004 09:00:00,
14/11/2004,00:00:00,0.990,105 (Poor),14/11/2004 09:30:00,
15/11/2004,00:00:00,1.100,105 (Poor),15/11/2004 10:15:00,
16/11/2004,00:00:00,0.980,105 (Poor),16/11/2004 11:15:00,
17/11/2004,00:00:00,0.860,105 (Poor),17/11/2004 12:30:00,
18/11/2004,00:00:00,0.770,105 (Poor),18/11/2004 13:30:00,
19/11/2004,00:00:00,0.740,105 (Poor),19/11/2004 15:00:00,
20/11/2004,00:00:00,0.720,105 (Poor),20/11/2004 00:00:00,
21/11/2004,00:00:00,0.680,161 (Data Loss),21/11/2004 00:00:00,
22/11/2004,00:00:00,0.650,161 (Data Loss),22/11/2004 00:00:00,
23/11/2004,00:00:00,0.710,105 (Poor),23/11/2004 04:00:00,
24/11/2004,00:00:00,0.650,161 (Data Loss),24/11/2004 00:00:00,
25/11/2004,00:00:00,0.650,161 (Data Loss),25/11/2004 00:00:00,
26/11/2004,00:00:00,0.650,161 (Data Loss),26/11/2004 00:00:00,
27/11/2004,00:00:00,0.710,105 (Poor),27/11/2004 09:30:00,
28/11/2004,00:00:00,0.700,105 (Poor),28/11/2004 10:00:00,
29/11/2004,00:00:00,0.690,161 (Data Loss),29/11/2004 10:30:00,
30/11/2004,00:00:00,0.760,105 (Poor),30/11/2004 11:15:00,
01/12/2004,00:00:00,0.780,105 (Poor),01/12/2004 11:30:00,
02/12/2004,00:00:00,0.740,105 (Poor),02/12/2004 01:45:00,
03/12/2004,00:00:00,0.760,105 (Poor),03/12/2004 08:15:00,
04/12/2004,00:00:00,0.650,161 (Data Loss),04/12/2004 00:00:00,
05/12/2004,00:00:00,0.640,161 (Data Loss),05/12/2004 00:00:00,
06/12/2004,00:00:00,0.640,161 (Data Loss),06/12/2004 00:00:00,
07/12/2004,00:00:00,0.640,161 (Data Loss),07/12/2004 00:00:00,
08/12/2004,00:00:00,0.750,105 (Poor),08/12/2004 23:30:00,
09/12/2004,00:00:00,0.850,105 (Poor),09/12/2004 20:45:00,
10/12/2004,00:00:00,1.560,105 (Poor),10/12/2004 22:15:00,
11/12/2004,00:00:00,1.030,105 (Poor),11/12/2004 00:00:00,
12/12/2004,00:00:00,1.070,105 (Poor),12/12/2004 08:15:00,
13/12/2004,00:00:00,1.130,105 (Poor),13/12/2004 09:00:00,
14/12/2004,00:00:00,1.120,105 (Poor),14/12/2004 10:00:00,
15/12/2004,00:00:00,1.070,105 (Poor),15/12/2004 11:15:00,
16/12/2004,00:00:00,0.970,105 (Poor),16/12/2004 11:30:00,
17/12/2004,00:00:00,0.740,105 (Poor),17/12/2004 13:15:00,
18/12/2004,00:00:00,0.640,161 (Data Loss),18/12/2004 00:00:00,
19/12/2004,00:00:00,0.640,161 (Data Loss),19/12/2004 00:00:00,
20/12/2004,00:00:00,0.650,161 (Data Loss),20/12/2004 15:15:00,
21/12/2004,00:00:00,0.640,161 (Data Loss),21/12/2004 16:15:00,
22/12/2004,00:00:00,0.660,161 (Data Loss),22/12/2004 06:00:00,
23/12/2004,00:00:00,0.790,105 (Poor),23/12/2004 06:45:00,
24/12/2004,00:00:00,0.820,105 (Poor),24/12/2004 06:45:00,
25/12/2004,00:00:00,0.750,105 (Poor),25/12/2004 08:30:00,
26/12/2004,00:00:00,0.800,105 (Poor),26/12/2004 08:30:00,
27/12/2004,00:00:00,0.860,105 (Poor),27/12/2004 08:30:00,
28/12/2004,00:00:00,0.890,105 (Poor),28/12/2004 09:45:00,
29/12/2004,00:00:00,1.120,105 (Poor),29/12/2004 10:30:00,
30/12/2004,00:00:00,0.880,105 (Poor),30/12/2004 11:30:00,
31/12/2004,00:00:00,0.720,105 (Poor),31/12/2004 12:30:00,
01/01/2005,00:00:00,0.660,161 (Data Loss),01/01/2005 12:45:00,
02/01/2005,00:00:00,0.640,161 (Data Loss),02/01/2005 16:15:00,
03/01/2005,00:00:00,0.640,161 (Data Loss),03/01/2005 09:15:00,
04/01/2005,00:00:00,0.760,105 (Poor),04/01/2005 19:45:00,
05/01/2005,00:00:00,0.650,161 (Data Loss),05/01/2005 00:00:00,
06/01/2005,00:00:00,0.630,161 (Data Loss),06/01/2005 00:00:00,
07/01/2005,00:00:00,0.690,161 (Data Loss),07/01/2005 06:15:00,
08/01/2005,00:00:00,0.780,105 (Poor),08/01/2005 07:45:00,
09/01/2005,00:00:00,0.950,105 (Poor),09/01/2005 07:30:00,
10/01/2005,00:00:00,0.940,105 (Poor),10/01/2005 08:30:00,
11/01/2005,00:00:00,0.950,105 (Poor),11/01/2005 09:30:00,
12/01/2005,00:00:00,0.930,105 (Poor),12/01/2005 10:15:00,
13/01/2005,00:00:00,0.940,105 (Poor),13/01/2005 11:15:00,
14/01/2005,00:00:00,0.970,105 (Poor),14/01/2005 12:00:00,
15/01/2005,00:00:00,0.740,105 (Poor),15/01/2005 13:15:00,
16/01/2005,00:00:00,0.700,105 (Poor),16/01/2005 23:00:00,
17/01/2005,00:00:00,0.800,105 (Poor),17/01/2005 05:30:00,
18/01/2005,00:00:00,0.640,161 (Data Loss),18/01/2005 00:00:00,
19/01/2005,00:00:00,0.630,161 (Data Loss),19/01/2005 00:00:00,
20/01/2005,00:00:00,1.040,105 (Poor),20/01/2005 17:15:00,
21/01/2005,00:00:00,0.860,105 (Poor),21/01/2005 06:00:00,
22/01/2005,00:00:00,0.730,105 (Poor),22/01/2005 21:00:00,
23/01/2005,00:00:00,0.700,105 (Poor),23/01/2005 07:30:00,
24/01/2005,00:00:00,0.640,161 (Data Loss),24/01/2005 08:30:00,
25/01/2005,00:00:00,0.700,105 (Poor),25/01/2005 09:15:00,
26/01/2005,00:00:00,0.730,105 (Poor),26/01/2005 10:30:00,
27/01/2005,00:00:00,0.750,105 (Poor),27/01/2005 11:00:00,
28/01/2005,00:00:00,0.920,105 (Poor),28/01/2005 10:45:00,
29/01/2005,00:00:00,0.960,105 (Poor),29/01/2005 10:30:00,
30/01/2005,00:00:00,1.190,105 (Poor),30/01/2005 15:00:00,
31/01/2005,00:00:00,0.850,105 (Poor),31/01/2005 00:00:00,
01/02/2005,00:00:00,0.970,105 (Poor),01/02/2005 23:45:00,
02/02/2005,00:00:00,1.110,105 (Poor),02/02/2005 01:30:00,
03/02/2005,00:00:00,0.740,105 (Poor),03/02/2005 00:00:00,
04/02/2005,00:00:00,0.640,161 (Data Loss),04/02/2005 05:00:00,
05/02/2005,00:00:00,0.640,161 (Data Loss),05/02/2005 05:15:00,
06/02/2005,00:00:00,0.680,161 (Data Loss),06/02/2005 07:45:00,
07/02/2005,00:00:00,0.760,105 (Poor),07/02/2005 14:00:00,
08/02/2005,00:00:00,0.890,105 (Poor),08/02/2005 09:30:00,
09/02/2005,00:00:00,1.120,105 (Poor),09/02/2005 09:30:00,
10/02/2005,00:00:00,1.150,105 (Poor),10/02/2005 09:30:00,
11/02/2005,00:00:00,1.160,105 (Poor),11/02/2005 09:30:00,
12/02/2005,00:00:00,1.160,105 (Poor),12/02/2005 00:00:00,
13/02/2005,00:00:00,1.150,105 (Poor),13/02/2005 00:00:00,
14/02/2005,00:00:00,1.160,105 (Poor),14/02/2005 09:15:00,
15/02/2005,00:00:00,1.160,105 (Poor),15/02/2005 05:30:00,
16/02/2005,00:00:00,1.150,105 (Poor),16/02/2005 00:00:00,
17/02/2005,00:00:00,1.270,105 (Poor),17/02/2005 16:45:00,
18/02/2005,00:00:00,1.280,105 (Poor),18/02/2005 08:30:00,
19/02/2005,00:00:00,1.550,105 (Poor),19/02/2005 16:45:00,
20/02/2005,00:00:00,1.200,105 (Poor),20/02/2005 16:30:00,
21/02/2005,00:00:00,0.910,105 (Poor),21/02/2005 06:45:00,
22/02/2005,00:00:00,0.780,105 (Poor),22/02/2005 08:45:00,
23/02/2005,00:00:00,0.710,105 (Poor),23/02/2005 09:30:00,
24/02/2005,00:00:00,0.760,105 (Poor),24/02/2005 14:15:00,
25/02/2005,00:00:00,0.800,105 (Poor),25/02/2005 12:30:00,
26/02/2005,00:00:00,0.820,105 (Poor),26/02/2005 14:45:00,
27/02/2005,00:00:00,0.840,105 (Poor),27/02/2005 17:15:00,
28/02/2005,00:00:00,0.850,105 (Poor),28/02/2005 09:45:00,
01/03/2005,00:00:00,0.860,105 (Poor),01/03/2005 02:45:00,
02/03/2005,00:00:00,0.860,105 (Poor),02/03/2005 09:15:00,
03/03/2005,00:00:00,0.900,105 (Poor),03/03/2005 23:15:00,
04/03/2005,00:00:00,0.930,105 (Poor),04/03/2005 17:30:00,
05/03/2005,00:00:00,0.960,105 (Poor),05/03/2005 09:00:00,
06/03/2005,00:00:00,1.000,105 (Poor),06/03/2005 05:45:00,
07/03/2005,00:00:00,1.040,105 (Poor),07/03/2005 15:00:00,
08/03/2005,00:00:00,1.050,105 (Poor),08/03/2005 13:45:00,
09/03/2005,00:00:00,1.120,105 (Poor),09/03/2005 08:45:00,
10/03/2005,00:00:00,1.440,105 (Poor),10/03/2005 19:45:00,
11/03/2005,00:00:00,1.450,105 (Poor),11/03/2005 05:45:00,
12/03/2005,00:00:00,1.450,105 (Poor),12/03/2005 00:00:00,
13/03/2005,00:00:00,1.450,105 (Poor),13/03/2005 00:00:00,
14/03/2005,00:00:00,1.440,105 (Poor),14/03/2005 00:00:00,
15/03/2005,00:00:00,1.440,105 (Poor),15/03/2005 00:00:00,
16/03/2005,00:00:00,1.430,105 (Poor),16/03/2005 00:00:00,
17/03/2005,00:00:00,1.470,105 (Poor),17/03/2005 19:45:00,
18/03/2005,00:00:00,1.480,105 (Poor),18/03/2005 06:30:00,
19/03/2005,00:00:00,1.480,105 (Poor),19/03/2005 00:00:00,
20/03/2005,00:00:00,1.470,105 (Poor),20/03/2005 00:00:00,
21/03/2005,00:00:00,1.470,105 (Poor),21/03/2005 00:00:00,
22/03/2005,00:00:00,1.760,105 (Poor),22/03/2005 17:00:00,
23/03/2005,00:00:00,1.630,105 (Poor),23/03/2005 09:30:00,
24/03/2005,00:00:00,1.070,105 (Poor),24/03/2005 08:15:00,
25/03/2005,00:00:00,0.850,105 (Poor),25/03/2005 09:15:00,
26/03/2005,00:00:00,0.790,105 (Poor),26/03/2005 09:30:00,
27/03/2005,00:00:00,0.820,105 (Poor),27/03/2005 22:30:00,
28/03/2005,00:00:00,0.880,105 (Poor),28/03/2005 23:15:00,
29/03/2005,00:00:00,0.900,105 (Poor),29/03/2005 03:00:00,
30/03/2005,00:00:00,0.860,105 (Poor),30/03/2005 00:00:00,
31/03/2005,00:00:00,0.780,105 (Poor),31/03/2005 00:00:00,
01/04/2005,00:00:00,0.760,105 (Poor),01/04/2005 10:45:00,
02/04/2005,00:00:00,0.760,105 (Poor),02/04/2005 12:45:00,
03/04/2005,00:00:00,0.760,105 (Poor),03/04/2005 02:45:00,
04/04/2005,00:00:00,1.020,105 (Poor),04/04/2005 07:30:00,
05/04/2005,00:00:00,0.790,105 (Poor),05/04/2005 06:00:00,
06/04/2005,00:00:00,0.780,105 (Poor),06/04/2005 06:45:00,
07/04/2005,00:00:00,0.730,105 (Poor),07/04/2005 08:00:00,
08/04/2005,00:00:00,0.700,105 (Poor),08/04/2005 00:00:00,
09/04/2005,00:00:00,0.700,105 (Poor),09/04/2005 00:00:00,
10/04/2005,00:00:00,0.700,105 (Poor),10/04/2005 00:00:00,
11/04/2005,00:00:00,0.800,105 (Poor),11/04/2005 20:15:00,
12/04/2005,00:00:00,0.870,105 (Poor),12/04/2005 07:45:00,
13/04/2005,00:00:00,0.720,105 (Poor),13/04/2005 00:00:00,
14/04/2005,00:00:00,0.700,105 (Poor),14/04/2005 00:00:00,
15/04/2005,00:00:00,0.690,161 (Data Loss),15/04/2005 00:00:00,
16/04/2005,00:00:00,0.700,105 (Poor),16/04/2005 07:30:00,
17/04/2005,00:00:00,0.720,105 (Poor),17/04/2005 11:45:00,
18/04/2005,00:00:00,0.750,105 (Poor),18/04/2005 09:00:00,
19/04/2005,00:00:00,0.770,105 (Poor),19/04/2005 07:15:00,
20/04/2005,00:00:00,0.810,105 (Poor),20/04/2005 18:30:00,
21/04/2005,00:00:00,0.860,105 (Poor),21/04/2005 19:30:00,
22/04/2005,00:00:00,0.880,105 (Poor),22/04/2005 07:30:00,
23/04/2005,00:00:00,0.890,105 (Poor),23/04/2005 20:00:00,
24/04/2005,00:00:00,0.900,105 (Poor),24/04/2005 20:45:00,
25/04/2005,00:00:00,0.910,105 (Poor),25/04/2005 21:15:00,
26/04/2005,00:00:00,0.930,105 (Poor),26/04/2005 22:45:00,
27/04/2005,00:00:00,0.930,105 (Poor),27/04/2005 00:15:00,
28/04/2005,00:00:00,0.940,105 (Poor),28/04/2005 12:00:00,
29/04/2005,00:00:00,0.950,105 (Poor),29/04/2005 23:45:00,
30/04/2005,00:00:00,0.960,105 (Poor),30/04/2005 08:15:00,
01/05/2005,00:00:00,1.020,105 (Poor),01/05/2005 19:45:00,
02/05/2005,00:00:00,1.070,105 (Poor),02/05/2005 12:15:00,
03/05/2005,00:00:00,1.090,105 (Poor),03/05/2005 09:00:00,
04/05/2005,00:00:00,1.080,105 (Poor),04/05/2005 10:30:00,
05/05/2005,00:00:00,1.080,105 (Poor),05/05/2005 09:30:00,
06/05/2005,00:00:00,1.200,105 (Poor),06/05/2005 23:45:00,
07/05/2005,00:00:00,1.280,105 (Poor),07/05/2005 19:30:00,
08/05/2005,00:00:00,1.300,105 (Poor),08/05/2005 20:45:00,
09/05/2005,00:00:00,1.300,105 (Poor),09/05/2005 00:00:00,
10/05/2005,00:00:00,1.310,105 (Poor),10/05/2005 09:45:00,
11/05/2005,00:00:00,1.320,105 (Poor),11/05/2005 13:45:00,
12/05/2005,00:00:00,1.320,105 (Poor),12/05/2005 22:30:00,
13/05/2005,00:00:00,1.360,105 (Poor),13/05/2005 23:00:00,
14/05/2005,00:00:00,1.390,105 (Poor),14/05/2005 23:45:00,
15/05/2005,00:00:00,1.420,105 (Poor),15/05/2005 01:00:00,
16/05/2005,00:00:00,1.460,105 (Poor),16/05/2005 23:30:00,
17/05/2005,00:00:00,1.620,105 (Poor),17/05/2005 17:15:00,
18/05/2005,00:00:00,1.670,105 (Poor),18/05/2005 20:00:00,
19/05/2005,00:00:00,1.700,105 (Poor),19/05/2005 05:30:00,
20/05/2005,00:00:00,1.700,105 (Poor),20/05/2005 00:00:00,
21/05/2005,00:00:00,1.710,105 (Poor),21/05/2005 22:30:00,
22/05/2005,00:00:00,1.710,105 (Poor),22/05/2005 00:00:00,
23/05/2005,00:00:00,1.710,105 (Poor),23/05/2005 00:00:00,
24/05/2005,00:00:00,1.700,105 (Poor),24/05/2005 00:00:00,
25/05/2005,00:00:00,1.700,105 (Poor),25/05/2005 00:00:00,
26/05/2005,00:00:00,1.690,105 (Poor),26/05/2005 00:00:00,
27/05/2005,00:00:00,1.700,105 (Poor),27/05/2005 00:30:00,
28/05/2005,00:00:00,1.700,105 (Poor),28/05/2005 23:45:00,
29/05/2005,00:00:00,1.720,105 (Poor),29/05/2005 01:15:00,
30/05/2005,00:00:00,1.750,105 (Poor),30/05/2005 10:00:00,
31/05/2005,00:00:00,1.750,105 (Poor),31/05/2005 00:00:00,
01/06/2005,00:00:00,1.740,105 (Poor),01/06/2005 00:00:00,
02/06/2005,00:00:00,1.740,105 (Poor),02/06/2005 00:00:00,
03/06/2005,00:00:00,0.920,105 (Poor),03/06/2005 18:30:00,
04/06/2005,00:00:00,0.850,105 (Poor),04/06/2005 20:15:00,
05/06/2005,00:00:00,0.760,105 (Poor),05/06/2005 20:30:00,
06/06/2005,00:00:00,0.760,105 (Poor),06/06/2005 21:15:00,
07/06/2005,00:00:00,0.740,105 (Poor),07/06/2005 22:00:00,
08/06/2005,00:00:00,0.770,105 (Poor),08/06/2005 23:00:00,
09/06/2005,00:00:00,0.760,105 (Poor),09/06/2005 22:45:00,
10/06/2005,00:00:00,0.780,105 (Poor),10/06/2005 23:45:00,
11/06/2005,00:00:00,0.780,105 (Poor),11/06/2005 00:00:00,
