The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Fairy Creek Upstream (Live)
Station Number, 214403
Longitude,150.892561
Latitude,-34.413477
Web,"http://www.mhl.nsw.gov.au/Site-214403"
Google Maps,"https://www.google.com.au/maps/place//@-34.413477,150.892561,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp
11/11/2006,00:00:00,1.580,100 (Leost Code),11/11/2006 01:45:00
12/11/2006,00:00:00,1.570,100 (Leost Code),12/11/2006 00:00:00
13/11/2006,00:00:00,1.580,100 (Leost Code),13/11/2006 14:15:00
14/11/2006,00:00:00,1.070,100 (Leost Code),14/11/2006 02:45:00
15/11/2006,00:00:00,1.030,100 (Leost Code),15/11/2006 00:00:00
16/11/2006,00:00:00,1.220,100 (Leost Code),16/11/2006 21:45:00
17/11/2006,00:00:00,1.140,100 (Leost Code),17/11/2006 00:15:00
18/11/2006,00:00:00,1.040,100 (Leost Code),18/11/2006 00:00:00
19/11/2006,00:00:00,1.040,100 (Leost Code),19/11/2006 04:30:00
20/11/2006,00:00:00,1.050,100 (Leost Code),20/11/2006 01:15:00
21/11/2006,00:00:00,1.020,100 (Leost Code),21/11/2006 00:00:00
22/11/2006,00:00:00,1.020,100 (Leost Code),22/11/2006 05:00:00
23/11/2006,00:00:00,1.020,100 (Leost Code),23/11/2006 00:00:00
24/11/2006,00:00:00,1.090,100 (Leost Code),24/11/2006 01:45:00
25/11/2006,00:00:00,1.030,100 (Leost Code),25/11/2006 00:00:00
26/11/2006,00:00:00,1.020,100 (Leost Code),26/11/2006 00:00:00
27/11/2006,00:00:00,1.020,100 (Leost Code),27/11/2006 00:00:00
28/11/2006,00:00:00,1.030,100 (Leost Code),28/11/2006 00:45:00
29/11/2006,00:00:00,1.040,100 (Leost Code),29/11/2006 15:30:00
30/11/2006,00:00:00,1.030,100 (Leost Code),30/11/2006 00:00:00
01/12/2006,00:00:00,1.320,100 (Leost Code),01/12/2006 19:45:00
02/12/2006,00:00:00,1.120,100 (Leost Code),02/12/2006 18:30:00
03/12/2006,00:00:00,1.100,100 (Leost Code),03/12/2006 00:00:00
04/12/2006,00:00:00,1.050,100 (Leost Code),04/12/2006 00:00:00
05/12/2006,00:00:00,1.040,100 (Leost Code),05/12/2006 00:00:00
06/12/2006,00:00:00,1.040,100 (Leost Code),06/12/2006 01:00:00
07/12/2006,00:00:00,1.040,100 (Leost Code),07/12/2006 01:30:00
08/12/2006,00:00:00,1.030,100 (Leost Code),08/12/2006 00:00:00
09/12/2006,00:00:00,1.030,100 (Leost Code),09/12/2006 00:00:00
10/12/2006,00:00:00,1.030,100 (Leost Code),10/12/2006 00:00:00
11/12/2006,00:00:00,1.050,100 (Leost Code),11/12/2006 22:15:00
12/12/2006,00:00:00,1.050,100 (Leost Code),12/12/2006 00:00:00
13/12/2006,00:00:00,1.040,100 (Leost Code),13/12/2006 00:00:00
14/12/2006,00:00:00,1.010,100 (Leost Code),14/12/2006 00:00:00
15/12/2006,00:00:00,1.350,100 (Leost Code),15/12/2006 21:30:00
16/12/2006,00:00:00,1.370,100 (Leost Code),16/12/2006 04:15:00
17/12/2006,00:00:00,1.040,100 (Leost Code),17/12/2006 00:00:00
18/12/2006,00:00:00,1.030,100 (Leost Code),18/12/2006 00:30:00
19/12/2006,00:00:00,1.080,100 (Leost Code),19/12/2006 22:45:00
20/12/2006,00:00:00,1.280,100 (Leost Code),20/12/2006 11:45:00
21/12/2006,00:00:00,1.110,100 (Leost Code),21/12/2006 00:00:00
22/12/2006,00:00:00,1.050,100 (Leost Code),22/12/2006 00:00:00
23/12/2006,00:00:00,1.290,100 (Leost Code),23/12/2006 18:15:00
24/12/2006,00:00:00,1.350,100 (Leost Code),24/12/2006 10:45:00
25/12/2006,00:00:00,1.060,100 (Leost Code),25/12/2006 00:00:00
26/12/2006,00:00:00,1.050,100 (Leost Code),26/12/2006 00:00:00
27/12/2006,00:00:00,1.040,100 (Leost Code),27/12/2006 00:00:00
28/12/2006,00:00:00,1.030,100 (Leost Code),28/12/2006 00:00:00
29/12/2006,00:00:00,1.030,100 (Leost Code),29/12/2006 00:00:00
30/12/2006,00:00:00,1.070,100 (Leost Code),30/12/2006 22:30:00
31/12/2006,00:00:00,1.050,100 (Leost Code),31/12/2006 00:00:00
01/01/2007,00:00:00,1.040,100 (Leost Code),01/01/2007 00:00:00
02/01/2007,00:00:00,1.180,100 (Leost Code),02/01/2007 07:30:00
03/01/2007,00:00:00,1.060,100 (Leost Code),03/01/2007 00:00:00
04/01/2007,00:00:00,1.030,100 (Leost Code),04/01/2007 00:00:00
05/01/2007,00:00:00,1.030,100 (Leost Code),05/01/2007 00:30:00
06/01/2007,00:00:00,1.020,100 (Leost Code),06/01/2007 00:00:00
07/01/2007,00:00:00,1.020,100 (Leost Code),07/01/2007 00:00:00
08/01/2007,00:00:00,1.020,100 (Leost Code),08/01/2007 00:00:00
09/01/2007,00:00:00,1.020,100 (Leost Code),09/01/2007 00:00:00
10/01/2007,00:00:00,1.030,100 (Leost Code),10/01/2007 20:15:00
11/01/2007,00:00:00,1.020,100 (Leost Code),11/01/2007 00:00:00
12/01/2007,00:00:00,1.020,100 (Leost Code),12/01/2007 00:00:00
13/01/2007,00:00:00,1.020,100 (Leost Code),13/01/2007 00:00:00
14/01/2007,00:00:00,1.020,100 (Leost Code),14/01/2007 00:00:00
15/01/2007,00:00:00,1.020,100 (Leost Code),15/01/2007 01:45:00
16/01/2007,00:00:00,1.040,100 (Leost Code),16/01/2007 14:00:00
17/01/2007,00:00:00,1.020,100 (Leost Code),17/01/2007 00:00:00
