2018-10-04 23:30:00,sub_catch0,sub_catch1,sub_catch2,sub_catch3,sub_catch4,sub_catch5,sub_catch6,sub_catch7,sub_catch8,sub_catch9,sub_catch10,sub_catch11,sub_catch12,sub_catch13,sub_catch14,sub_catch15,sub_catch16,sub_catch17,sub_catch18,sub_catch19,sub_catch20,sub_catch21,sub_catch22,sub_catch23,sub_catch24,sub_catch25,sub_catch26,sub_catch27,sub_catch28,sub_catch29,sub_catch30,sub_catch31,sub_catch32,sub_catch33,sub_catch34,sub_catch35,sub_catch36,sub_catch37,sub_catch38,sub_catch39,sub_catch40,sub_catch41,sub_catch42,sub_catch43,sub_catch44,sub_catch45,sub_catch46
2018-10-05 01:40:00,0.11851813961103384,0.02727661465842509,0.08914961372515155,0.10893589922159785,0.01633128280968651,0.05833861193181138,0.07520121858936518,0.01978742843287444,0.05410599218703514,0.0917682118070516,0.0852752453466354,0.05202068955090543,0.09942834076503598,0.06747503535660729,0.0308798656734715,0.04927591786820827,0.03334115722396847,0.06899933032328892,0.0579640310201598,0.08184085747077925,0.02619467357871073,0.0770590535372537,0.13295031897856976,0.05871487751565947,0.03594111359440852,0.03624851160315645,0.11496176846672221,0.06339266708802087,0.07779439842015251,0.08522088573711581,0.00617052470292416,0.03771373817067056,0.04872086925934441,0.04202511439742201,0.00512848526559935,0.00369567651301156,0.18246721531268817,0.08137043800550547,0.06184358584149599,0.03074714358723533,0.05175841837428916,0.01114304999421437,0.04030525321056201,0.07074973507448677,0.05927658466616612,0.0138299908428645,0.05898030075294414
2018-10-05 01:45:00,0.21440741373795494,0.05492727082689664,0.15113219484229043,0.17143989861588763,0.05499640015094977,0.14330703587315766,0.12509085741438522,0.04784995636339259,0.09125412609081086,0.16815619730037126,0.14148854422128135,0.09286709301519805,0.16299707601887792,0.10623337208473162,0.06139992627672787,0.09403309912369676,0.06580190455999714,0.11077225454822895,0.10234994823040416,0.13357654511502903,0.05297620534575929,0.12890760723363215,0.2103805980456004,0.10517870652855284,0.06788226043344472,0.07098446104549898,0.19271547958691626,0.09856704646450079,0.1353712056661869,0.1472091442685201,0.01552061005632311,0.07359003002312606,0.07995139788538015,0.06508607342947001,0.02345511916846497,0.01874265478755622,0.26655770998378486,0.12017653557504497,0.1072825358083443,0.06116213794860911,0.09107896851138952,0.02522421260510271,0.06892460313695356,0.11648523400430795,0.09564485025248813,0.03030101476095371,0.10088683389696178
2018-10-05 01:50:00,0.207610759749155,0.05080971357079806,0.15256753109117957,0.17733927662501334,0.05232164532725738,0.14156505445902615,0.12699342609895506,0.04822749745628985,0.09472616261474211,0.16188557242693608,0.14275113639181067,0.09045746925639754,0.1706143502323279,0.11406006822793124,0.05709029658721936,0.08894063073618398,0.06137020001050979,0.11322506987318628,0.10020424650015636,0.1360362690260574,0.0489198405280269,0.1300275426713648,0.21981042990586866,0.1022934141673232,0.06449470132684433,0.06641677429759654,0.1944775236429784,0.10284767484917663,0.13361200058057413,0.14608378796460986,0.01318294829961489,0.06895684567955689,0.08109559418757038,0.06815654747093484,0.02157516668058663,0.01702971552157081,0.28866964220127583,0.12812991794294484,0.10610029326229257,0.05685928890029176,0.0893009973159271,0.02229119581174804,0.06846506684668334,0.11848801235609153,0.09805314925594422,0.02711432723794758,0.10103127945012717
2018-10-05 01:55:00,0.20107795853038057,0.04706788004135214,0.15419286306257182,0.18217529320824605,0.04980582592464679,0.13978670736489465,0.12888327767247937,0.04836091720706922,0.09807209157982347,0.15590109031716698,0.14356649421611203,0.08796032651434071,0.17833021688952486,0.12199854364527558,0.05314912057526941,0.08418484998909859,0.05730219959090394,0.11469795772988471,0.09793311151504511,0.13811975419128408,0.04524145816855377,0.13100367071884508,0.2297384681001759,0.09936470352999147,0.06121087385506988,0.06220739703837264,0.1962253112910113,0.10641489370755239,0.1317961935568761,0.14497044574561413,0.01126920543731863,0.06467933696518792,0.08184523320001956,0.07080743844828698,0.01987849363935473,0.01550689053820799,0.3102202388372342,0.1346257030610868,0.10487118996372563,0.05292515455098389,0.08735708516153881,0.01977086406354582,0.06771408328699176,0.12040754539643335,0.09990514284897455,0.02433382634392152,0.10142810815648307
2018-10-05 02:00:00,0.30411268968002264,0.07596139235755796,0.22062926700701832,0.25412047712754704,0.04863854549249851,0.14811862915971993,0.18545219878528174,0.04838439453189463,0.13097382484902295,0.23762930076296895,0.20649675026572997,0.1321609918377383,0.23992280170888966,0.1609337440319068,0.08512216665228706,0.13151715005732836,0.09136166318824353,0.16202323303467484,0.14617014910889883,0.19677507645516068,0.07320357839673261,0.18931806419050676,0.3207558726838727,0.14955829608955576,0.09513515476684803,0.09871623626108207,0.28376939960651903,0.14758715010823628,0.1948904504517042,0.21341427953989728,0.02076426720566271,0.10241706123148804,0.11711935694473283,0.0981381746344144,0.01834414844503509,0.01414948127805749,0.4104116377448377,0.18132590579667518,0.1548366061133646,0.08478532422646068,0.130158954925259,0.03422391177790644,0.0993035531670409,0.1723957470424282,0.14153282828379987,0.0413106889696647,0.14845169524357177
2018-10-05 02:05:00,0.29366867326990825,0.06983046965418627,0.22311591704106873,0.26223961390326983,0.04633854140389104,0.14594310812205336,0.18830742204277767,0.04821145079245593,0.13703197285117227,0.22803787471108586,0.20795098757486674,0.1282564975983043,0.252229478547126,0.17314796083399947,0.0786855129854501,0.12382731644427836,0.08473031047971978,0.16488514061754872,0.14263498770603034,0.20015398156582406,0.06716989581758981,0.19090751011064191,0.33591646636144756,0.14495009314027477,0.08990465589926402,0.09186766813318857,0.2865825920936478,0.1535381571050079,0.19200282719405032,0.21163341775498382,0.01742470805148027,0.0954637474225766,0.11844314848190349,0.10241652863560759,0.01695391625503979,0.01293644900067868,0.44060206106101174,0.19228997089749836,0.15285735983559434,0.0783594764853778,0.12716339026096304,0.02995959322089521,0.09824362335410941,0.17536265312848454,0.14473717212919296,0.03664958228898088,0.14886126364265914
2018-10-05 02:10:00,0.28366374573239633,0.06430138808091788,0.22584399726965912,0.26864374374782746,0.04417144357582382,0.1437591254369943,0.1911629487364672,0.04787035264408322,0.1428088704831823,0.21891998651300854,0.2086924034501514,0.1242390248095298,0.26466266316334774,0.18559375023902924,0.0728412589432906,0.11668606252177684,0.07868504737375688,0.16622667821812448,0.13892338257290815,0.20288403774382258,0.06174092715269316,0.1922598717490741,0.35177477839320825,0.14029693728747847,0.08486976858448972,0.08559790427401773,0.28936698694858776,0.15833118003999413,0.1890236077475378,0.20986063825101314,0.01473085349650007,0.08908563927901592,0.11913341353788233,0.10597005454840905,0.01569191825984486,0.0118498079970265,0.4700910004393398,0.20083819103990863,0.15079469508857812,0.07252637208970204,0.12392996182049254,0.02633744818142447,0.09673995714959646,0.17815438032010839,0.14706443966274127,0.03262518238510914,0.1496244839947567
2018-10-05 02:15:00,0.27407610885674966,0.05930487894652642,0.2287079439896822,0.27350336800525554,0.0421282011898225,0.14156971231013313,0.19402896397101577,0.04738650317803358,0.1483251005033131,0.21024805510262334,0.20879760207661982,0.12015814165257109,0.2771233831077601,0.19823668686936624,0.06752542972842653,0.11004734726404095,0.07316506486262138,0.1662927505763853,0.1350870075505378,0.2049712834830532,0.05684563254903297,0.193390651759929,0.3681297917217677,0.13563764204029288,0.08005342643582614,0.07984949076457284,0.29212482807315465,0.16208615336691398,0.18595887707067443,0.20808403880261486,0.01253813498674437,0.08322683710619946,0.11925555035121796,0.10881389115589431,0.01454427576703938,0.01087412971463983,0.4989124174062589,0.2071657049897119,0.14864303019512198,0.06722185598128044,0.12052197086332571,0.02324485920722999,0.09487135230229411,0.18072999404110413,0.14864966433750898,0.0291360201253428,0.15063018792357522
2018-10-05 02:20:00,0.2648852101250211,0.05478078251664658,0.23161719161160074,0.27698084432357767,0.04020047144582944,0.13937768729274494,0.19690806650372308,0.04678258621387728,0.1536013219930369,0.20199634683937145,0.2083377672303026,0.11605466314731427,0.2895176862674942,0.2110328251422589,0.06268195069511093,0.10386956043925127,0.06811677192593717,0.16530168980190735,0.1311696285052205,0.2064318311290128,0.05242250474852159,0.19431384503323135,0.3847968127866416,0.1310039843450299,0.0754684608102197,0.07457150162449257,0.2948542585410459,0.16491686283007112,0.18281616869961087,0.20629406832054484,0.01073849473238664,0.07783766088822348,0.11887413378176656,0.11097879973210044,0.0134988276515613,0.00999613570504154,0.5270927625573386,0.21149261300995487,0.14640109716277652,0.06238971300865424,0.11699285445740831,0.02059161555939748,0.0927091644846497,0.18305772832372527,0.14960491134036089,0.02609900724491068,0.1517850795213466
2018-10-05 02:25:00,0.3713856378468135,0.08388226348356628,0.3052087367706528,0.3538155172406107,0.03952476022029553,0.14731402770473356,0.25990856677044627,0.04617445035428536,0.19189905291748396,0.286050417004798,0.2750161782539291,0.1613486828116725,0.36226114954898764,0.2596395271879239,0.09493828795463403,0.15197792066236604,0.10251564724549088,0.2138886690121322,0.18085066265408778,0.26943888907518615,0.08057169901077223,0.25766873968069665,0.492479203918069,0.1825327958956599,0.10968391662514383,0.11149046476603099,0.3912692657630713,0.20934607395072422,0.24907004210770226,0.27934061243675756,0.02023867944169849,0.11602283432100495,0.1559272138987425,0.14064707892741304,0.01254489191454726,0.00920436205164197,0.6447723130745353,0.26038879839030826,0.19900222423346048,0.09453025111163567,0.16096674432525349,0.03504914862881123,0.12510665027056453,0.24019186402824327,0.19407870165994023,0.04309504359640318,0.20377245551791628
