datetime,sub_catch0,sub_catch1,sub_catch2,sub_catch3,sub_catch4,sub_catch5,sub_catch6,sub_catch7,sub_catch8,sub_catch9,sub_catch10,sub_catch11,sub_catch12,sub_catch13,sub_catch14,sub_catch15,sub_catch16,sub_catch17,sub_catch18,sub_catch19,sub_catch20,sub_catch21,sub_catch22,sub_catch23,sub_catch24,sub_catch25,sub_catch26,sub_catch27,sub_catch28,sub_catch29,sub_catch30,sub_catch31,sub_catch32,sub_catch33,sub_catch34,sub_catch35,sub_catch36,sub_catch37,sub_catch38,sub_catch39,sub_catch40,sub_catch41,sub_catch42,sub_catch43,sub_catch44,sub_catch45,sub_catch46
2020-02-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07 00:05:00,600.2413745395362,56.024225732191944,160.67830336731248,145.08216477570784,173.92096843754587,794.8160928993832,139.1195786639667,78.67134697431072,67.64688949127758,482.18584448853426,171.33085086578492,137.4722778641665,184.77472756046328,62.70499274522054,93.23842542479875,202.57338999191975,128.54591785477083,92.43784399198634,137.07458239483418,124.97522877376298,83.7222653615702,89.04101283076761,313.5975839396995,158.06683070919036,77.97111560993028,90.20109978827912,236.35306399407978,34.0412240905345,196.2476361587598,170.2681847502916,12.880647925103439,128.03286803971903,56.687194785534885,18.275864173671646,70.07917776416343,49.117170064040195,194.7028630269549,41.938717440630214,114.93985147849259,89.1849102991304,86.22975382811319,28.999494739689858,38.85665656635562,115.89898585341004,49.08261512518174,26.672660217986248,77.58977599407285
2020-02-07 00:10:00,1154.3272636697968,107.94314264731972,429.7962512113676,339.38557117119404,412.46584196116925,1704.1265474655613,297.5361748318563,178.74150030291716,157.37887785449962,1060.7048242289543,371.31781164577365,267.9457813103245,462.4247060341361,143.32983793794241,184.94879849272408,376.7427824939128,251.92788656389786,207.47686703607448,296.1470815144956,288.0329948204343,166.3928402788223,229.26337939390243,744.9133931266041,266.75333376152,153.91967432566838,202.00389606075333,612.869623652613,85.9853626434749,370.47740100653976,360.39834473501423,19.071911988058112,220.25729105917807,122.57012577056813,37.44634126862854,132.4742947893036,92.49754840516378,545.6548064014406,110.60072627373748,209.90137866960146,156.30741620728534,152.6151190144998,40.308701561301255,87.54235102636304,254.4862012660114,108.70818456039598,44.62391547530912,186.44862299666525
2020-02-07 00:15:00,1664.908317120902,156.54225856068754,759.7549037645846,591.6393174100491,567.6626810664919,2447.366053017964,535.0419128479306,264.0391959962018,256.9910026612008,1423.4792044819933,668.1049318248552,406.9579775165893,841.1429510075866,239.55755632585445,230.93457212022298,523.9098222630239,340.94191428742585,333.5988737755077,455.20709392217685,530.1251287246142,230.932753571607,484.8605844611406,1404.766336024063,399.17247766389414,241.71711584927277,246.67843120224694,1290.0874241661413,138.93080793105577,567.143385941752,662.585109646409,25.10936545164834,273.37239962853874,193.8764617496139,41.17680856630552,149.37891345620815,104.08281710580398,1149.9027985994487,157.45708813692,301.5264662765116,179.27872717566612,202.92133976757933,42.37584384827504,150.18861107478,454.07093389315264,180.25978100572706,65.76341052588737,398.6410158768038
2020-02-07 00:20:00,1742.1073215898155,151.0364033904004,958.3818653258218,721.4784626873254,611.9740377779813,2989.1874144403323,652.4473709039854,290.1813662931767,327.31695162184707,1386.873308720484,797.6885460578067,468.7065380868929,1255.9979908170599,277.4375733101398,195.54567038997746,582.543650935379,388.0691632535381,413.0505619089717,547.5809126259406,737.9275675681308,245.5969058462623,743.5389929575281,2193.017714524151,488.5398480642297,306.2849170146409,237.7181562504009,1949.134403134994,202.91915335747478,828.0148006748813,1025.9550506409846,24.21920720874184,266.1215585782138,218.4563167382583,8.08319334676347,138.47727960420215,95.16491293464757,1847.6193953435372,163.08989411108269,388.44255851301176,176.48865434789263,248.55000194718443,37.89001810929779,208.1605307067154,565.039593069375,239.3679118163186,94.91521162461571,559.5753731881615
2020-02-07 00:25:00,1902.7790418157028,166.68524754721184,1182.643908618724,833.8795895762431,671.0634885501997,3464.092359881698,804.3396590717954,294.3408608825029,397.3668077838808,1358.2613996483635,893.6031550619061,488.2097183650136,1586.4251751983338,261.3613734369562,194.1840396375695,617.4666807654804,406.9315040093094,447.8915716116694,595.2704662370974,874.5219811304592,252.91785341040577,919.0728537447086,2874.1633158592117,528.1325657750195,318.06954658078445,230.38706921837337,2481.12873314955,222.41298566693843,995.0227593370292,1303.024211600563,28.351540003518636,295.42393779347736,227.2507425860438,11.20219260408733,136.65847792087385,90.6627233880345,2436.145694063905,151.01398379184675,452.374223594928,179.8542568485184,263.81068453053354,41.354226535112275,214.98284804869093,660.3933142219004,286.5776023021979,98.2719078729819,667.7049892869172
2020-02-07 00:30:00,2025.4295236371775,170.12172346946195,1304.2364091093643,907.7102222625346,741.9044485314993,4015.1557545378887,932.9310272687152,378.31769974933695,475.70415276951917,1303.1291653803137,937.2938995168455,501.41601132352974,1993.6952425286208,281.0725789493454,184.7896905900099,650.3762660070714,473.1825034305424,508.24130791842083,646.5713119688145,984.2834251207612,271.143171585078,1077.674977866687,3562.9112435422253,583.2834463475225,337.38661509199085,226.72658209242428,2926.647353613772,247.4078327021492,1140.6562605626284,1489.4004802987963,26.888919403224005,314.72770449731433,249.46860672644473,20.976159316557005,176.00268118092686,123.27633827425812,2870.470911649277,168.28198531981195,517.7257830604415,187.49860428590367,308.6984289285576,45.756259020026015,227.3394531307499,764.7495858644442,303.9244368428388,94.18738549665457,744.5404825491614
2020-02-07 00:35:00,2928.5948038822694,188.30520908480233,1341.7533731117264,979.8955409138513,691.9774272274459,4214.691646928478,961.50182807248,342.77720299094057,449.16789794872494,1974.4581514418344,979.499304871556,511.5974311944593,2102.808689028279,187.17283935926395,312.3100412610477,713.4354964657064,450.558154976515,505.37223374920586,678.1684963106966,1065.4439454911985,265.17503432687477,1146.8933557035446,4153.522413111661,601.9160613770908,363.21861066295963,269.9787640363138,3240.7607509033573,239.6850706442708,1181.4045625482988,1573.7037520409704,24.51842161444347,405.71470908241474,228.30858855122216,-17.502409218750536,145.81836458188843,98.58542499143472,3217.3500348634298,157.03787376246095,541.1005478455469,240.3787705905416,306.6366123509587,59.319207003049954,247.4433004585789,729.177465472772,310.01689117564285,83.02460735773066,811.4108392992216
2020-02-07 00:40:00,3936.4803571235047,227.02836536481064,1462.750739768459,1106.690694639687,593.0291799625436,3992.8959479599325,1012.1790203137705,284.50528596998936,437.8242320369688,2490.135747411,1104.2135839470625,508.76572260627256,2086.2502766381804,153.5924778968101,337.72560779867285,654.9063196417948,378.3445827648773,457.68279519985987,611.1096397782613,1003.788456282906,216.71011449731714,1121.3441487920286,4281.207202767066,565.6912867577934,293.5701292261543,271.6803373408079,3396.619678798158,204.6511297866655,1122.4428703632673,1498.5279368868664,19.819510130584042,372.1986565668517,222.14827188406355,-2.940319453431,104.41616607811835,66.75167552690597,3382.214012104791,121.73384068835324,540.8554004872681,216.58179117785352,298.5147010830347,44.81214947014972,197.0999484918851,751.0682006676785,286.8066000972113,66.01382809369147,768.9429669932418
2020-02-07 00:45:00,3605.211947210268,181.6136533622644,1577.9649376078362,1198.3679891804513,540.5830033401629,3856.1806672915345,1045.5624655490567,262.2767705781011,451.18849590961327,2249.5477289731743,1116.2713187749987,469.9427296417241,2155.440857083627,149.9164616493595,274.9659487348185,572.5236549850188,338.3681024143732,437.49848383146684,596.707207137953,981.4134131573428,201.65165696317158,1184.517327052503,4343.718115892739,576.9611657566094,284.6942355124924,275.67762129723087,3542.407157859711,218.82785785355378,1158.0045588391863,1516.8469718975211,23.139954019031663,326.3617641949141,205.79313298211244,-10.529771560173263,93.26882663982315,60.26076990319846,3499.501632768532,140.68904939815093,539.7250171912334,199.73450421538615,320.98325685223216,37.67648162719778,194.12387392255508,771.4069903950304,293.6956295403802,60.88417744597179,798.2977795608344
