Timestamp,wl-19,wl-2,wl-21
9/03/2020 3:48,1996.181818,4216.090909,4064.5
9/03/2020 6:40,1971.636364,3746.090909,3987.909091
9/03/2020 9:33,824.4545455,3080,3602.583333
9/03/2020 12:26,319,3311,3833.909091
9/03/2020 15:19,318.9090909,3475.8,4090.6
9/03/2020 18:12,317.2727273,3526.916667,4034.333333
9/03/2020 21:04,314.9090909,3446.444444,3956
9/03/2020 23:57,316.2727273,3431.5,3945.916667
10/03/2020 2:50,1233.636364,3511.8,4022.545455
10/03/2020 5:43,1991.333333,3541.222222,4050.75
10/03/2020 8:36,1912.875,3324.875,3814.5
10/03/2020 11:28,1919.142857,3119.75,3620.555556
10/03/2020 14:21,1977.25,3370.888889,3886.636364
10/03/2020 17:14,628.5454545,3490.6,3997
10/03/2020 20:07,1088.454545,3498.727273,4007.363636
10/03/2020 23:00,1649,3362.111111,3869.166667
11/03/2020 1:52,1581.75,3452,3960.636364
11/03/2020 4:45,2001.1,3502,4018.916667
11/03/2020 7:38,2001.25,3526,4039.666667
11/03/2020 10:31,316.2,3092.714286,3585.555556
11/03/2020 13:24,316.5,3295.222222,3789.454545
11/03/2020 16:16,319.4545455,3472.333333,3979.636364
11/03/2020 19:09,319.3333333,3512.090909,4021
11/03/2020 22:02,467.6363636,3429.272727,3936.454545
12/03/2020 0:55,917.4545455,3332.777778,3840.818182
12/03/2020 3:48,1493.9,3465.222222,3971.272727
12/03/2020 6:40,1995.666667,3520.333333,4032.666667
12/03/2020 9:33,1037,3448.75,3990.9
12/03/2020 12:26,318.75,3251.142857,3775.428571
12/03/2020 15:19,317.75,3412.555556,3937.6
12/03/2020 18:12,320.6666667,3494.5,4009.181818
12/03/2020 21:04,473.9090909,3521.333333,4032.909091
12/03/2020 23:57,625.2727273,3352.454545,3867.545455
13/03/2020 2:50,1084.181818,3403.7,3913
13/03/2020 5:43,2001.333333,3484,4002.75
13/03/2020 8:36,623.9090909,3527.428571,4036.090909
13/03/2020 11:28,316.75,3477.583333,3967.166667
13/03/2020 14:21,319.9166667,3394.5,3919.2
13/03/2020 17:14,321.8,3501.727273,4019.583333
13/03/2020 20:07,322.6666667,3533.777778,4044
13/03/2020 23:00,321.5,3475.272727,3989
14/03/2020 1:52,320.9166667,3242.888889,3764.090909
14/03/2020 4:45,319.9090909,3392.8,3905.666667
14/03/2020 7:38,1853.25,3482.777778,4082.545455
14/03/2020 10:31,1994.363636,3513.333333,4025.166667
14/03/2020 13:24,1787.4,3343.1,3853.3
14/03/2020 16:16,2074.363636,3311.777778,3825.083333
14/03/2020 19:09,1989.272727,3414.1,3925.090909
14/03/2020 22:02,1986.272727,3477.428571,3987.363636
15/03/2020 0:55,1896.090909,3275.1,3817.454545
15/03/2020 3:48,1883.818182,3276.75,3766
15/03/2020 6:40,1992.083333,3426.416667,3934.583333
15/03/2020 9:33,1991.636364,3497.7,4006.181818
15/03/2020 12:26,1999.363636,3509.8,4184.666667
15/03/2020 15:19,779.9090909,3442.545455,4053.909091
15/03/2020 18:12,1437.666667,3494,4004.818182
15/03/2020 21:04,1992.7,3528.6,4035.818182
15/03/2020 23:57,1992.181818,3510.083333,4014.083333
16/03/2020 2:50,1873.454545,3247.363636,3753.181818
16/03/2020 5:43,1909.166667,3283.9,3796.25
16/03/2020 8:36,1991.545455,3390.8,3899
16/03/2020 11:28,1991.833333,3395.583333,3889.583333
16/03/2020 14:21,2002.083333,3589.7,4041.272727
16/03/2020 17:14,1160.9,3470.2,3973.25
16/03/2020 20:07,1995,3499.714286,
16/03/2020 23:00,1993.9,3525,4037.75
17/03/2020 1:52,1828.25,3618.8,3943.2
17/03/2020 4:45,1811.090909,3188.555556,3699
17/03/2020 7:38,1936.833333,3318.7,3823.909091
17/03/2020 10:31,1984.090909,3435.181818,3940.5
17/03/2020 13:24,1987.833333,3496.222222,3995.3
17/03/2020 16:16,1540.545455,3537.8,4041.5
17/03/2020 19:09,1294.916667,3531.818182,4040.545455
17/03/2020 22:02,1990.909091,3532,4043.833333
18/03/2020 0:55,1982,3543.909091,4050.181818
18/03/2020 3:48,1983.363636,3423,3939.333333
18/03/2020 6:40,1940.416667,3318,3816.142857
18/03/2020 9:33,1981.545455,3404,
18/03/2020 12:26,1011.666667,3484.545455,
18/03/2020 15:19,318.6363636,3512.6,4035
18/03/2020 18:12,319.8333333,3516.363636,4024.636364
18/03/2020 21:04,319,3512.333333,4022.818182
18/03/2020 23:57,318.0909091,3525,4033.333333
19/03/2020 2:50,776.1818182,3529.625,4038.363636
19/03/2020 5:43,1844,3396.7,3905.25
19/03/2020 8:36,722.5,3326,3831.090909
19/03/2020 11:28,316.3636364,3390.181818,3885.916667
19/03/2020 14:21,319.3,3428.9,3943.888889
19/03/2020 17:14,318.6,3611.4,3968.818182
19/03/2020 20:07,316.5,3428.428571,3937.181818
19/03/2020 23:00,319.8,3427.75,3935.5
20/03/2020 1:52,315.3333333,3436,3941.727273
20/03/2020 4:45,317.6363636,3414.25,3926.916667
20/03/2020 7:38,315.4166667,3306.285714,3810
20/03/2020 10:31,314.6363636,3307.125,3806.333333
20/03/2020 13:24,319.5,3354.4,3854.363636
20/03/2020 16:16,320.5454545,3387.428571,3899.166667
20/03/2020 19:09,317.1666667,3403.8,3919.333333
20/03/2020 22:02,317.2727273,3415,3927.75
21/03/2020 0:55,320.0909091,3434.1,3946.181818
21/03/2020 3:48,776,3448.714286,3959.818182
21/03/2020 6:40,1988.083333,3398.777778,3913.25
21/03/2020 9:33,469,3327.285714,3834.272727
21/03/2020 12:26,315.9166667,3355.888889,3862.25
21/03/2020 15:19,317.4545455,3380.625,3992.636364
21/03/2020 18:12,319.8333333,3392.4,3903.818182
21/03/2020 21:04,320.3636364,3396,3908.272727
21/03/2020 23:57,320.0909091,3409.111111,3920.25
22/03/2020 2:50,319.8181818,3419.875,3932.727273
22/03/2020 5:43,319.3333333,3421.416667,3931.916667
22/03/2020 8:36,317.6666667,3311,3819.090909
22/03/2020 11:28,316.7272727,3288,3796.666667
22/03/2020 14:21,318.6363636,3334.5,3851.6
22/03/2020 17:14,317.1818182,3345.818182,3860
22/03/2020 20:07,318.0833333,3346.272727,4093.1
22/03/2020 23:00,485.6,3343.125,3958.083333
23/03/2020 1:52,595.3333333,3357.5,3867.6
23/03/2020 4:45,1388,3364.9,3972.75
23/03/2020 7:38,1291.416667,3342.181818,3852.454545
23/03/2020 10:31,321.0909091,3276,3993.083333
