The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Koloona Avenue Upstream (Live)
Station Number, 214425
Longitude,150.855398
Latitude,-34.417873
Web,"http://www.mhl.nsw.gov.au/Site-214425"
Google Maps,"https://www.google.com.au/maps/place//@-34.417873,150.855398,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp
10/07/2001,00:00:00,31.638,161 (Data Loss),10/07/2001 20:15:00
11/07/2001,00:00:00,31.638,161 (Data Loss),11/07/2001 03:15:00
12/07/2001,00:00:00,31.618,161 (Data Loss),12/07/2001 01:30:00
13/07/2001,00:00:00,31.628,161 (Data Loss),13/07/2001 09:30:00
14/07/2001,00:00:00,31.628,161 (Data Loss),14/07/2001 11:45:00
15/07/2001,00:00:00,31.628,161 (Data Loss),15/07/2001 11:00:00
16/07/2001,00:00:00,31.628,161 (Data Loss),16/07/2001 11:00:00
17/07/2001,00:00:00,31.628,161 (Data Loss),17/07/2001 11:15:00
18/07/2001,00:00:00,31.628,161 (Data Loss),18/07/2001 11:00:00
19/07/2001,00:00:00,31.628,161 (Data Loss),19/07/2001 10:30:00
20/07/2001,00:00:00,31.628,161 (Data Loss),20/07/2001 10:30:00
21/07/2001,00:00:00,31.628,161 (Data Loss),21/07/2001 11:15:00
22/07/2001,00:00:00,31.628,161 (Data Loss),22/07/2001 12:45:00
23/07/2001,00:00:00,31.618,161 (Data Loss),23/07/2001 02:15:00
24/07/2001,00:00:00,31.618,161 (Data Loss),24/07/2001 08:45:00
25/07/2001,00:00:00,31.628,161 (Data Loss),25/07/2001 23:30:00
26/07/2001,00:00:00,31.628,161 (Data Loss),26/07/2001 14:30:00
27/07/2001,00:00:00,31.628,161 (Data Loss),27/07/2001 00:15:00
28/07/2001,00:00:00,31.618,161 (Data Loss),28/07/2001 00:30:00
29/07/2001,00:00:00,31.618,161 (Data Loss),29/07/2001 02:15:00
30/07/2001,00:00:00,31.618,161 (Data Loss),30/07/2001 00:30:00
31/07/2001,00:00:00,31.628,161 (Data Loss),31/07/2001 10:30:00
01/08/2001,00:00:00,31.618,161 (Data Loss),01/08/2001 10:45:00
02/08/2001,00:00:00,31.628,161 (Data Loss),02/08/2001 12:45:00
03/08/2001,00:00:00,31.628,161 (Data Loss),03/08/2001 10:45:00
04/08/2001,00:00:00,31.628,161 (Data Loss),04/08/2001 11:30:00
05/08/2001,00:00:00,31.628,161 (Data Loss),05/08/2001 10:45:00
06/08/2001,00:00:00,31.628,161 (Data Loss),06/08/2001 12:00:00
07/08/2001,00:00:00,31.628,161 (Data Loss),07/08/2001 10:45:00
08/08/2001,00:00:00,31.628,161 (Data Loss),08/08/2001 11:30:00
09/08/2001,00:00:00,31.628,161 (Data Loss),09/08/2001 10:45:00
10/08/2001,00:00:00,31.628,161 (Data Loss),10/08/2001 10:45:00
11/08/2001,00:00:00,31.628,161 (Data Loss),11/08/2001 10:45:00
12/08/2001,00:00:00,31.628,161 (Data Loss),12/08/2001 10:45:00
13/08/2001,00:00:00,31.628,161 (Data Loss),13/08/2001 10:30:00
14/08/2001,00:00:00,31.628,161 (Data Loss),14/08/2001 11:00:00
15/08/2001,00:00:00,31.628,161 (Data Loss),15/08/2001 12:30:00
16/08/2001,00:00:00,31.628,161 (Data Loss),16/08/2001 10:45:00
17/08/2001,00:00:00,31.618,161 (Data Loss),17/08/2001 00:00:00
18/08/2001,00:00:00,31.628,161 (Data Loss),18/08/2001 13:45:00
19/08/2001,00:00:00,31.628,161 (Data Loss),19/08/2001 14:45:00
20/08/2001,00:00:00,31.618,161 (Data Loss),20/08/2001 02:45:00
21/08/2001,00:00:00,31.618,161 (Data Loss),21/08/2001 02:30:00
22/08/2001,00:00:00,31.618,161 (Data Loss),22/08/2001 00:45:00
23/08/2001,00:00:00,31.618,161 (Data Loss),23/08/2001 09:15:00
24/08/2001,00:00:00,31.628,161 (Data Loss),24/08/2001 15:00:00
25/08/2001,00:00:00,31.628,161 (Data Loss),25/08/2001 11:30:00
26/08/2001,00:00:00,31.628,161 (Data Loss),26/08/2001 10:00:00
27/08/2001,00:00:00,31.608,161 (Data Loss),27/08/2001 00:00:00
28/08/2001,00:00:00,31.618,161 (Data Loss),28/08/2001 11:15:00
29/08/2001,00:00:00,31.618,161 (Data Loss),29/08/2001 16:00:00
30/08/2001,00:00:00,31.608,161 (Data Loss),30/08/2001 00:45:00
31/08/2001,00:00:00,31.618,161 (Data Loss),31/08/2001 10:15:00
01/09/2001,00:00:00,31.618,161 (Data Loss),01/09/2001 11:00:00
02/09/2001,00:00:00,31.618,161 (Data Loss),02/09/2001 09:30:00
03/09/2001,00:00:00,31.618,161 (Data Loss),03/09/2001 08:45:00
04/09/2001,00:00:00,31.618,161 (Data Loss),04/09/2001 11:15:00
05/09/2001,00:00:00,31.618,161 (Data Loss),05/09/2001 11:45:00
06/09/2001,00:00:00,31.618,161 (Data Loss),06/09/2001 10:00:00
07/09/2001,00:00:00,31.618,161 (Data Loss),07/09/2001 17:45:00
08/09/2001,00:00:00,31.618,161 (Data Loss),08/09/2001 09:45:00
09/09/2001,00:00:00,31.618,161 (Data Loss),09/09/2001 10:30:00
10/09/2001,00:00:00,31.618,161 (Data Loss),10/09/2001 11:00:00
11/09/2001,00:00:00,31.618,161 (Data Loss),11/09/2001 12:00:00
12/09/2001,00:00:00,31.618,161 (Data Loss),12/09/2001 09:30:00
13/09/2001,00:00:00,31.618,161 (Data Loss),13/09/2001 10:30:00
14/09/2001,00:00:00,31.618,161 (Data Loss),14/09/2001 10:00:00
15/09/2001,00:00:00,31.628,161 (Data Loss),15/09/2001 14:00:00
16/09/2001,00:00:00,31.628,161 (Data Loss),16/09/2001 11:45:00
17/09/2001,00:00:00,31.608,161 (Data Loss),17/09/2001 00:00:00
18/09/2001,00:00:00,31.618,161 (Data Loss),18/09/2001 10:00:00
19/09/2001,00:00:00,31.628,161 (Data Loss),19/09/2001 12:00:00
20/09/2001,00:00:00,31.628,161 (Data Loss),20/09/2001 12:30:00
21/09/2001,00:00:00,31.628,161 (Data Loss),21/09/2001 14:30:00
22/09/2001,00:00:00,31.628,161 (Data Loss),22/09/2001 14:00:00
23/09/2001,00:00:00,31.618,161 (Data Loss),23/09/2001 09:00:00
24/09/2001,00:00:00,31.628,161 (Data Loss),24/09/2001 12:15:00
25/09/2001,00:00:00,31.628,161 (Data Loss),25/09/2001 12:30:00
26/09/2001,00:00:00,31.618,161 (Data Loss),26/09/2001 10:45:00
27/09/2001,00:00:00,31.618,161 (Data Loss),27/09/2001 09:30:00
28/09/2001,00:00:00,31.618,161 (Data Loss),28/09/2001 08:30:00
29/09/2001,00:00:00,31.618,161 (Data Loss),29/09/2001 08:45:00
30/09/2001,00:00:00,31.618,161 (Data Loss),30/09/2001 09:15:00
01/10/2001,00:00:00,31.618,161 (Data Loss),01/10/2001 09:00:00
02/10/2001,00:00:00,31.638,161 (Data Loss),02/10/2001 19:15:00
