The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Balgownie Road (Live)
Station Number, 214409
Longitude,150.882873
Latitude,-34.388816
Web,"http://www.mhl.nsw.gov.au/Site-214409"
Google Maps,"https://www.google.com.au/maps/place//@-34.388816,150.882873,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp
17/04/2003,00:00:00,12.730,105 (Poor),17/04/2003 14:30:00
18/04/2003,00:00:00,12.800,105 (Poor),18/04/2003 08:05:00
19/04/2003,00:00:00,12.650,105 (Poor),19/04/2003 00:00:00
20/04/2003,00:00:00,12.650,105 (Poor),20/04/2003 00:00:00
21/04/2003,00:00:00,12.650,105 (Poor),21/04/2003 00:00:00
22/04/2003,00:00:00,13.240,105 (Poor),22/04/2003 19:55:00
23/04/2003,00:00:00,12.650,105 (Poor),23/04/2003 00:00:00
24/04/2003,00:00:00,12.650,105 (Poor),24/04/2003 00:00:00
25/04/2003,00:00:00,13.400,105 (Poor),25/04/2003 13:00:00
26/04/2003,00:00:00,13.310,105 (Poor),26/04/2003 17:15:00
27/04/2003,00:00:00,13.880,105 (Poor),27/04/2003 19:15:00
28/04/2003,00:00:00,13.310,105 (Poor),28/04/2003 00:00:00
29/04/2003,00:00:00,12.720,105 (Poor),29/04/2003 00:00:00
30/04/2003,00:00:00,12.650,105 (Poor),30/04/2003 00:00:00
01/05/2003,00:00:00,12.650,105 (Poor),01/05/2003 00:00:00
02/05/2003,00:00:00,12.650,105 (Poor),02/05/2003 00:00:00
