Event code,Start time,Rain ID,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73
common,common,20,133.20000000000002,88.8,155.39999999999998,222.0,333.0,377.4,310.79999999999995,222.0,222.0,288.59999999999997,199.79999999999998,155.39999999999998,66.60000000000001,44.4,133.20000000000002,133.20000000000002,88.8,111.0,66.60000000000001,111.0,88.8,44.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,22.2,22.2,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,21,22.2,44.4,44.4,66.60000000000001,44.4,66.60000000000001,88.8,177.6,177.6,133.20000000000002,155.39999999999998,377.4,399.59999999999997,399.59999999999997,333.0,466.20000000000005,643.8,777.0,466.20000000000005,910.2,865.8000000000001,621.5999999999999,577.1999999999999,532.8000000000001,488.40000000000003,421.8,199.79999999999998,199.79999999999998,44.4,0.0,22.2,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,22,44.4,44.4,44.4,111.0,88.8,88.8,111.0,244.20000000000002,199.79999999999998,133.20000000000002,177.6,355.2,288.59999999999997,222.0,244.20000000000002,444.0,333.0,421.8,288.59999999999997,532.8000000000001,621.5999999999999,510.6,532.8000000000001,377.4,399.59999999999997,310.79999999999995,222.0,133.20000000000002,22.2,0.0,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,23,66.60000000000001,66.60000000000001,88.8,133.20000000000002,111.0,111.0,88.8,199.79999999999998,199.79999999999998,199.79999999999998,222.0,288.59999999999997,199.79999999999998,155.39999999999998,199.79999999999998,333.0,244.20000000000002,310.79999999999995,222.0,577.1999999999999,532.8000000000001,377.4,355.2,244.20000000000002,266.40000000000003,155.39999999999998,133.20000000000002,66.60000000000001,0.0,22.2,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,24,88.8,66.60000000000001,133.20000000000002,155.39999999999998,155.39999999999998,155.39999999999998,88.8,155.39999999999998,222.0,288.59999999999997,288.59999999999997,222.0,111.0,88.8,155.39999999999998,244.20000000000002,155.39999999999998,199.79999999999998,155.39999999999998,621.5999999999999,444.0,244.20000000000002,199.79999999999998,88.8,133.20000000000002,22.2,44.4,22.2,0.0,22.2,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,25,133.20000000000002,66.60000000000001,199.79999999999998,199.79999999999998,222.0,244.20000000000002,177.6,222.0,222.0,244.20000000000002,244.20000000000002,266.40000000000003,111.0,88.8,199.79999999999998,244.20000000000002,133.20000000000002,199.79999999999998,111.0,444.0,310.79999999999995,155.39999999999998,133.20000000000002,44.4,66.60000000000001,0.0,22.2,0.0,0.0,44.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,26,155.39999999999998,88.8,244.20000000000002,244.20000000000002,266.40000000000003,333.0,266.40000000000003,266.40000000000003,244.20000000000002,222.0,199.79999999999998,288.59999999999997,88.8,88.8,266.40000000000003,222.0,133.20000000000002,199.79999999999998,88.8,244.20000000000002,199.79999999999998,88.8,88.8,0.0,0.0,0.0,0.0,0.0,0.0,44.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,27,155.39999999999998,111.0,222.0,266.40000000000003,399.59999999999997,444.0,333.0,266.40000000000003,244.20000000000002,266.40000000000003,177.6,177.6,44.4,66.60000000000001,177.6,177.6,111.0,133.20000000000002,66.60000000000001,133.20000000000002,111.0,44.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,22.2,22.2,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,28,22.2,44.4,44.4,44.4,44.4,88.8,111.0,199.79999999999998,222.0,177.6,244.20000000000002,510.6,532.8000000000001,510.6,466.20000000000005,643.8,1154.3999999999999,888.0,532.8000000000001,865.8000000000001,865.8000000000001,666.0,510.6,488.40000000000003,444.0,310.79999999999995,177.6,177.6,44.4,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,29,44.4,44.4,44.4,88.8,88.8,88.8,111.0,288.59999999999997,266.40000000000003,177.6,266.40000000000003,488.40000000000003,421.8,310.79999999999995,399.59999999999997,577.1999999999999,488.40000000000003,466.20000000000005,333.0,532.8000000000001,688.1999999999999,577.1999999999999,532.8000000000001,399.59999999999997,333.0,244.20000000000002,199.79999999999998,133.20000000000002,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,30,66.60000000000001,66.60000000000001,88.8,111.0,111.0,111.0,133.20000000000002,244.20000000000002,288.59999999999997,266.40000000000003,310.79999999999995,399.59999999999997,266.40000000000003,222.0,333.0,444.0,333.0,355.2,244.20000000000002,577.1999999999999,599.4,444.0,377.4,244.20000000000002,222.0,111.0,133.20000000000002,88.8,0.0,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,31,111.0,66.60000000000001,133.20000000000002,133.20000000000002,133.20000000000002,155.39999999999998,133.20000000000002,222.0,333.0,355.2,377.4,310.79999999999995,133.20000000000002,133.20000000000002,266.40000000000003,310.79999999999995,177.6,244.20000000000002,155.39999999999998,621.5999999999999,510.6,310.79999999999995,244.20000000000002,111.0,111.0,0.0,44.4,44.4,0.0,44.4,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,32,155.39999999999998,111.0,222.0,177.6,177.6,222.0,199.79999999999998,288.59999999999997,355.2,333.0,310.79999999999995,288.59999999999997,111.0,111.0,288.59999999999997,288.59999999999997,155.39999999999998,222.0,133.20000000000002,488.40000000000003,377.4,199.79999999999998,155.39999999999998,44.4,44.4,0.0,22.2,22.2,0.0,44.4,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,33,199.79999999999998,155.39999999999998,288.59999999999997,244.20000000000002,222.0,288.59999999999997,288.59999999999997,333.0,377.4,310.79999999999995,244.20000000000002,266.40000000000003,88.8,111.0,310.79999999999995,266.40000000000003,155.39999999999998,199.79999999999998,111.0,333.0,244.20000000000002,88.8,66.60000000000001,0.0,0.0,0.0,0.0,0.0,22.2,66.60000000000001,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,34,199.79999999999998,155.39999999999998,244.20000000000002,244.20000000000002,377.4,421.8,333.0,288.59999999999997,333.0,333.0,199.79999999999998,155.39999999999998,44.4,66.60000000000001,199.79999999999998,199.79999999999998,111.0,155.39999999999998,88.8,199.79999999999998,133.20000000000002,66.60000000000001,44.4,0.0,0.0,0.0,0.0,0.0,22.2,44.4,0.0,0.0,22.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,35,44.4,44.4,44.4,44.4,66.60000000000001,88.8,111.0,222.0,266.40000000000003,222.0,333.0,666.0,688.1999999999999,621.5999999999999,621.5999999999999,821.4000000000001,1642.8000000000002,1021.2,621.5999999999999,843.6,843.6,710.4,466.20000000000005,466.20000000000005,377.4,222.0,133.20000000000002,155.39999999999998,44.4,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,36,44.4,44.4,44.4,66.60000000000001,88.8,88.8,133.20000000000002,310.79999999999995,310.79999999999995,222.0,333.0,643.8,554.9999999999999,377.4,554.9999999999999,710.4,643.8,510.6,355.2,510.6,754.8,621.5999999999999,510.6,421.8,288.59999999999997,155.39999999999998,155.39999999999998,133.20000000000002,0.0,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,37,66.60000000000001,66.60000000000001,111.0,88.8,88.8,111.0,155.39999999999998,288.59999999999997,377.4,333.0,399.59999999999997,510.6,355.2,288.59999999999997,466.20000000000005,554.9999999999999,421.8,399.59999999999997,266.40000000000003,554.9999999999999,666.0,510.6,399.59999999999997,266.40000000000003,199.79999999999998,88.8,111.0,111.0,0.0,22.2,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,38,111.0,88.8,155.39999999999998,111.0,111.0,133.20000000000002,155.39999999999998,288.59999999999997,444.0,444.0,466.20000000000005,399.59999999999997,155.39999999999998,177.6,377.4,377.4,199.79999999999998,288.59999999999997,177.6,621.5999999999999,554.9999999999999,399.59999999999997,310.79999999999995,111.0,111.0,0.0,66.60000000000001,66.60000000000001,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common,common,39,177.6,133.20000000000002,244.20000000000002,155.39999999999998,133.20000000000002,177.6,222.0,355.2,466.20000000000005,421.8,377.4,310.79999999999995,111.0,155.39999999999998,355.2,333.0,177.6,266.40000000000003,155.39999999999998,510.6,421.8,266.40000000000003,199.79999999999998,66.60000000000001,44.4,0.0,44.4,44.4,22.2,66.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
