2018-10-05 00:00:00,sub_catch0,sub_catch1,sub_catch2,sub_catch3,sub_catch4,sub_catch5,sub_catch6,sub_catch7,sub_catch8,sub_catch9,sub_catch10,sub_catch11,sub_catch12,sub_catch13,sub_catch14,sub_catch15,sub_catch16,sub_catch17,sub_catch18,sub_catch19,sub_catch20,sub_catch21,sub_catch22,sub_catch23,sub_catch24,sub_catch25,sub_catch26,sub_catch27,sub_catch28,sub_catch29,sub_catch30,sub_catch31,sub_catch32,sub_catch33,sub_catch34,sub_catch35,sub_catch36,sub_catch37,sub_catch38,sub_catch39,sub_catch40,sub_catch41,sub_catch42,sub_catch43,sub_catch44,sub_catch45,sub_catch46
2018-10-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-05 00:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-05 00:20:00,147.47250907077265,12.028140868467341,65.15188538398057,61.75037105335965,52.86181957336167,273.36352037487814,58.71661705511941,29.463018813818927,28.76636871737061,147.87911920401228,79.87507748947984,73.33814347873972,91.21035961600509,26.84097693126548,46.91995928433688,104.38399180991854,75.36627881649447,63.5596767625888,110.89538183077616,138.25542496495908,45.51159457608012,191.36445288393736,210.70990307064753,119.40563236604649,75.94911420019447,63.015320935071195,436.49642507401575,47.83643705482684,197.27711584591862,265.65965449846055,10.901779100704674,70.49734270278246,30.162925615267202,9.391383846001329,14.786952354857263,11.456547917862645,219.43368871969773,33.751795125880776,120.30945257882333,57.863504902672865,80.19601223055072,16.398950351839268,48.299976387444175,51.4794693901499,64.07990773070428,33.527004080999085,113.22939676967042
2018-10-05 00:30:00,552.9575169360264,54.4512822315239,202.93173675338488,188.4983938149958,177.508328416361,945.5655528253035,177.61964979637364,102.79132207933594,97.00241167521094,467.05384704024834,230.49916393654513,199.67715590178574,291.09784818854376,88.25557304441793,129.22964636459096,278.0321818666594,187.34421147658978,171.82897565080134,253.64753963080483,309.56772867164426,116.89982045998897,374.254356404036,570.0949181570629,261.7668589819413,160.08473549428405,159.74655719619327,858.3851046577702,106.54169307008873,404.46394420096254,520.575498777587,19.13974547930216,187.58378650810639,87.45895819995168,31.93550823070629,49.045473205663754,37.9512125912342,536.8163098428029,97.00716499976413,241.85554208354554,135.4976616843156,173.9015631013827,37.667789328235855,105.00035718623185,160.53402597935647,131.98877806838104,59.79878357138216,239.5823727261723
2018-10-05 00:40:00,966.4727719355428,106.92387383654834,401.54466033875104,337.1339328590559,339.49953545750094,1602.856821670733,303.16796537426393,177.685400435404,171.3746859182228,731.8985860531699,380.44471500537077,295.894835953756,495.20622296879407,154.2291743915436,184.23756481392388,400.58772932683763,258.2137315359509,261.50636761038066,368.9743612070467,447.5414448429301,168.4632277177463,498.46929735847266,854.3175449662967,396.0306744754853,227.65623155154103,240.48331070542056,1134.763451816601,161.26797244714774,588.2001448861536,704.3500449096523,25.09364249302855,260.0125638237991,140.42041162394628,55.565531524730105,97.8448157843215,70.63112235755716,810.7939389367582,156.38539390197724,362.5639545872743,196.57258459888453,272.28374058999884,50.471801717810294,153.4108805105344,270.4045805674736,196.17582079296787,76.70226881524698,333.9649708889121
2018-10-05 00:50:00,1314.8932907593228,130.94783923002907,508.6214620566916,464.72667162375876,390.2882453194522,1856.9212593139066,382.3491906081864,210.37610593821242,214.81625555679108,1118.6890818049224,511.8346179796116,386.0630342619175,638.0586654143581,203.99445833529734,260.33727095283047,511.4439697556059,292.5571566618748,332.46786034267365,495.1373184753365,590.1028631307303,203.36990069560278,693.6100793011911,1083.7837385957164,592.5119017426491,308.6900099861501,370.2649077991062,1512.5552908849147,239.35247485623808,889.4305389217423,1060.0790137503598,36.76671602898357,345.589473245679,184.27961274172242,72.91340406555206,106.17474037277832,75.04339878955138,1096.9198552483938,206.0363254783708,576.9067265433999,285.18581940745526,434.06548735666246,66.23559538518015,209.51999469526027,344.69245668773226,314.26010130633125,108.4986358091222,436.76510282605614
2018-10-05 01:00:00,2351.7289716439323,218.45901165785213,805.23954424057,798.5393891429152,490.68382563266755,2232.6233790439446,593.4626587288085,269.32629505608764,304.57924160207295,1942.8578483623126,859.1414279035494,650.764766458743,939.107646931009,299.77217916586915,435.74133459385627,854.1015272662831,424.33840431359783,519.2018685756142,767.191158894345,856.4728582891231,331.1986099914711,917.4720734399351,1521.1866978378116,876.552563061625,450.9651943053379,567.5111181642876,1961.6589293481936,356.70376988292344,1255.0607754509847,1406.2935466085416,44.48506763905215,583.257045339469,304.4164298966133,111.24493923317462,114.57540843133143,82.48557860874237,1486.6298063663075,312.7851289747935,802.3510139053808,435.8076681267638,625.0538760698803,102.24799752523178,311.3361528498587,533.9371981034512,438.19884845244485,128.7194460999453,618.214276737177
2018-10-05 01:10:00,3410.504289987393,303.2848639274172,1092.1394700120445,1132.5785003011897,577.3510070562807,2525.6845711665633,757.9632083886462,313.9487956179413,385.78373518563285,2654.2122776906276,1155.7160154882172,803.2439728867367,1208.0128382844923,389.35318663518245,528.8134089835239,1020.4189421700567,478.5576368517267,653.6990172132739,925.1373246791267,1060.44691986005,377.86287421471576,1088.2735040536543,1920.004280176082,1068.7649774566403,521.7921057681017,682.8879027956086,2317.1096780596363,443.87863155860975,1514.156978387247,1651.0584014091862,46.64861398954995,705.8617644950783,387.6827546955908,145.71766652816802,121.53914452975303,87.5999615358418,1868.0910720120303,399.2238975399238,979.948114084566,517.7771028638898,769.1125732730136,115.44004523992405,369.77066031138486,693.3927909572537,540.7256864890678,134.5053274224601,752.5267125901603
2018-10-05 01:20:00,3604.6047642396156,296.00247559550303,1217.6315424169957,1307.0885544650157,579.284676024637,2662.6967051357,842.6534170283292,330.76464174918476,437.7566784258593,2877.857102628491,1319.684208104065,873.2892986988608,1417.0367123858755,464.11901897817995,563.6003545174925,1069.7347295928155,481.76033723435745,735.3222129675539,1017.4237685250254,1217.5323060125295,377.8219552709013,1259.24985403956,2279.6196037236386,1199.762853012574,556.8519428763003,753.8347402689657,2662.2554756349095,521.4965851013295,1740.9958972110162,1931.3732883300156,48.04047043525212,746.4467571516057,436.788355216739,169.4158895468891,119.26940166442115,84.08175760079956,2248.755991091474,459.69995196379193,1145.8849390682556,554.976253498322,891.4070255215892,115.13688537513602,407.37061379970953,796.9849513025791,645.3497813916621,144.4069423296499,863.0090261877784
2018-10-05 01:30:00,3657.5229597063963,279.2142090230875,1344.0510546592666,1427.5437894173801,581.0071571809556,2775.9990137915192,915.1289385141166,344.3635167732732,488.59247255942427,2943.0731823005335,1432.5027176473957,892.0566458851104,1631.5555530664853,543.0427247082505,548.5095752971845,1051.8572623678003,469.4828628610169,783.0173470737594,1052.9110740171977,1338.727323802099,358.1031424666376,1386.0832914801827,2630.449105830275,1248.028046410882,556.2313079409963,761.8667292120218,2932.9785374523294,577.2334650545895,1863.7349868835356,2101.957855989914,44.69733927264403,729.5959471997021,466.5622711840212,187.4392319788666,117.38818568779108,81.25555960450349,2615.7739676355923,502.0401310558874,1242.796004709412,545.4040671145042,951.5551331841122,105.7311937494533,423.4634941820849,889.1423561003421,714.6690094462667,139.55406810005056,958.6154181877168
