(C)  Manly Hydraulics Laboratory,,,,,,
,,,,,,
,,,,,,
Date Generated:,1-Nov-17,,,,,
2/02/2012 21:00,2.082,3.84,6.81,8.6,9.5,                 
2/02/2012 22:00,2.031,3.12,6.68,8.67,9.5,                 
2/02/2012 23:00,2.005,2.99,6.77,8.52,9.5,                 
3/02/2012 0:00,2.104,3.54,6.71,8.63,9.5,                 
3/02/2012 1:00,2.023,3.87,6.49,8.17,8.85,                 
3/02/2012 2:00,2.034,2.93,6.24,7.91,8.85,                 
3/02/2012 3:00,2.114,4.19,5.98,7.36,8.85,                 
3/02/2012 4:00,2.186,3.54,5.94,7.05,6.57,                 
3/02/2012 5:00,2.091,3.5,5.68,6.97,6.57,                 
3/02/2012 6:00,2.225,4.44,5.88,7.1,5.7,                 
3/02/2012 7:00,2.161,3.91,5.96,6.86,6.57,                 
3/02/2012 8:00,1.917,3.13,6.08,7.4,6.57,                 
3/02/2012 9:00,1.98,3.64,6.29,7.59,6.93,                 
3/02/2012 10:00,1.877,3.01,6.31,7.56,7.33,                 
3/02/2012 11:00,2.072,3.07,6.5,7.75,7.33,                 
3/02/2012 12:00,2.022,3.46,6.78,7.7,7.77,                 
3/02/2012 13:00,1.793,3.75,6.71,7.94,7.77,                 
3/02/2012 14:00,1.9,3.53,6.94,7.94,8.27,                 
3/02/2012 15:00,1.864,3.43,7.24,7.98,8.27,                 
3/02/2012 16:00,1.733,3.32,7.19,8.02,7.77,                 
3/02/2012 17:00,1.613,2.89,7.24,7.83,8.27,                 
3/02/2012 18:00,1.592,2.87,7.23,8.13,7.77,                 
3/02/2012 19:00,1.516,2.77,7,8.19,7.77,                 
3/02/2012 20:00,1.491,2.26,6.98,7.96,9.5,                 
3/02/2012 21:00,1.615,2.75,7.28,8.14,7.77,                 
3/02/2012 22:00,1.545,2.48,6.93,8,7.77,                 
3/02/2012 23:00,1.486,2.44,6.75,8.26,8.85,                 
4/02/2012 0:00,1.482,2.35,6.75,8,7.33,                 
4/02/2012 1:00,1.401,2.37,6.67,7.97,7.33,                 
4/02/2012 2:00,1.367,2.52,6.58,8.05,6.93,                 
4/02/2012 3:00,1.327,2.35,6.42,8.2,9.5,                 
4/02/2012 4:00,1.297,2.21,6.28,8.12,10.27,                 
4/02/2012 5:00,1.336,2.06,6.32,7.81,10.27,                 
4/02/2012 6:00,1.29,2.39,6.17,7.98,10.27,                 
4/02/2012 7:00,1.276,2.19,6.1,8.08,8.27,                 
4/02/2012 8:00,1.299,1.93,6.7,8.71,9.5,                 
4/02/2012 9:00,1.289,1.93,6.19,8.26,9.5,                 
4/02/2012 10:00,1.211,2.07,6.18,8.32,11.16,                 
4/02/2012 11:00,1.096,2.02,5.99,8.17,11.16,                 
4/02/2012 12:00,1.134,2.14,6.22,8.31,10.27,                 
4/02/2012 13:00,1.241,1.87,6.21,8.39,9.5,                 
4/02/2012 14:00,1.249,2.01,6.16,8.3,9.5,                 
4/02/2012 15:00,1.234,2.09,6.39,8.47,9.5,                 
4/02/2012 16:00,1.319,2.07,6.81,8.68,11.16,                 
4/02/2012 18:00,1.409,2.47,7.29,8.91,9.5,                 
4/02/2012 19:00,1.387,2.53,7.21,8.83,9.5,                 
4/02/2012 20:00,1.399,2.3,7.42,8.97,11.16,                 
4/02/2012 21:00,1.515,2.47,7.5,9.06,10.27,                 
4/02/2012 22:00,1.548,2.55,7.58,9.49,11.16,                 
4/02/2012 23:00,1.463,2.84,7.46,9.32,11.16,                 
5/02/2012 0:00,1.603,2.82,7.97,9.57,11.16,                 
5/02/2012 1:00,1.478,2.28,7.93,9.59,12.23,                 
5/02/2012 2:00,1.655,2.93,8.33,9.64,11.16,                 
5/02/2012 3:00,1.753,2.87,8.6,10.55,12.23,                 
5/02/2012 4:00,1.565,2.55,8.48,10.43,11.16,                 
5/02/2012 5:00,1.743,2.78,9.03,10.4,12.23,                 
5/02/2012 6:00,1.638,2.67,8.4,10.05,11.16,                 
5/02/2012 7:00,1.776,3.19,8.59,10.31,12.23,                 
5/02/2012 8:00,1.992,2.72,8.85,10.5,12.23,                 
5/02/2012 9:00,1.852,2.91,8.62,10.02,11.16,                 
5/02/2012 10:00,1.912,3.78,8.58,10.29,12.23,                 
5/02/2012 11:00,2.036,2.96,8.86,10.57,11.16,                 
5/02/2012 12:00,1.942,3.1,7.64,10.35,11.16,                 
5/02/2012 13:00,2.09,3.9,7.51,9.86,12.23,                 
5/02/2012 14:00,1.952,3.46,6.8,9.74,11.16,                 
5/02/2012 15:00,2.035,3.92,6.94,9.95,12.23,                 
5/02/2012 16:00,2.358,3.54,7.78,10.63,12.23,                 
5/02/2012 17:00,2.198,4.03,6.89,10.19,12.23,                 
5/02/2012 18:00,1.82,2.93,6.08,9.21,11.16,                 
5/02/2012 19:00,2.013,4.3,6.35,9.28,12.23,                 
5/02/2012 20:00,2.014,3.67,6.77,9.66,12.23,                 
5/02/2012 21:00,1.887,4.02,6.38,9.63,12.23,                 
5/02/2012 22:00,1.95,2.79,6.66,10.16,12.23,                 
5/02/2012 23:00,1.814,3.271,6.87,9.96,12.23,                 
6/02/2012 0:00,1.917,3.66,7.65,10.57,11.16,                 
6/02/2012 1:00,2.076,3.66,7.88,10.66,11.16,                 
6/02/2012 2:00,2.366,4.33,8.72,11.04,12.23,                 
6/02/2012 3:00,2.437,3.75,9.52,11.26,12.23,                 
6/02/2012 4:00,1.942,3.3,8.42,10.69,12.23,                 
6/02/2012 5:00,2.368,4.28,7.94,11.1,12.23,                 
6/02/2012 6:00,2.305,4.67,7.58,10.64,12.23,                 
6/02/2012 7:00,2.303,3.5,7.14,10.23,12.23,                 
6/02/2012 8:00,2.249,3.37,6.78,9.06,11.16,                 
6/02/2012 9:00,2.472,4.97,6.93,9.5,12.23,                 
6/02/2012 10:00,2.532,4.47,6.54,8.93,12.23,                 
6/02/2012 11:00,2.632,4.44,6.72,9.01,11.16,                 
6/02/2012 12:00,2.791,4.02,6.96,9.04,12.23,                 
6/02/2012 13:00,3.169,5.35,7.32,8.56,8.27,                 
6/02/2012 14:00,3.095,5.07,7.11,8.75,8.27,                 
6/02/2012 15:00,2.873,4.35,7.22,8.77,7.77,                 
6/02/2012 16:00,3.006,4.83,7.59,9.25,8.85,                 
6/02/2012 17:00,2.728,4.04,7.55,9.11,11.16,                 
6/02/2012 18:00,2.603,5.01,7.67,9.18,8.27,                 
6/02/2012 19:00,2.561,4.09,7.7,9.3,10.27,                 
6/02/2012 20:00,2.464,4.32,7.42,9.32,11.16,                 
6/02/2012 21:00,2.309,4.18,7.43,9.16,11.16,                 
6/02/2012 22:00,2.492,4.14,7.28,8.8,8.27,                 
6/02/2012 23:00,2.464,4.5,7.22,8.74,11.16,                 
7/02/2012 0:00,2.573,4.34,7.16,9.08,11.16,                 
7/02/2012 1:00,2.501,3.93,6.86,8.84,11.16,                 
7/02/2012 2:00,2.534,3.79,6.94,8.72,11.16,                 
7/02/2012 3:00,2.482,4.6,6.58,8.51,11.16,                 
7/02/2012 4:00,2.529,3.91,6.58,8.44,11.16,                 
7/02/2012 5:00,2.405,3.93,6.49,8.46,11.16,                 
7/02/2012 6:00,2.336,4.32,6.68,8.45,10.27,                 
7/02/2012 7:00,2.351,3.81,6.58,7.82,7.33,                 
7/02/2012 8:00,2.243,4.09,6.29,8.13,11.16,                 
7/02/2012 9:00,2.193,3.68,6.36,8.3,11.16,                 
7/02/2012 10:00,2.233,3.47,6.73,8.42,11.16,                 
7/02/2012 11:00,1.979,3.06,6.1,7.71,11.16,                 
7/02/2012 12:00,2.121,3.18,6.49,8.14,10.27,                 
7/02/2012 13:00,2.079,3.54,6.62,8.74,11.16,                 
7/02/2012 14:00,2.102,3.79,6.17,7.86,10.27,                 
7/02/2012 15:00,1.994,3.51,6.35,8.49,10.27,                 
7/02/2012 16:00,1.978,3.31,6.4,8.38,10.27,                 
7/02/2012 17:00,1.91,3.61,6.25,7.83,10.27,                 
7/02/2012 18:00,1.722,2.81,6.35,7.8,10.27,                 
7/02/2012 19:00,1.744,2.93,6.11,7.87,10.27,                 
7/02/2012 20:00,1.766,3.87,6.19,8.46,10.27,                 
7/02/2012 21:00,1.806,3.4,6.17,7.94,10.27,                 
7/02/2012 22:00,1.67,2.55,6.19,8.13,11.16,                 
7/02/2012 23:00,1.679,2.86,5.82,7.75,11.16,                 
8/02/2012 0:00,1.622,2.4,6.29,8.53,11.16,                 
8/02/2012 1:00,1.549,2.52,5.9,7.61,10.27,                 
8/02/2012 2:00,1.622,2.58,6.22,8.44,10.27,                 
8/02/2012 3:00,1.541,2.67,5.88,8.41,10.27,                 
8/02/2012 4:00,1.485,2.24,6.24,8.42,9.5,                 
8/02/2012 5:00,1.47,2.27,6.13,8.25,10.27,                 
8/02/2012 6:00,1.43,2.13,6.02,8.07,10.27,                 
8/02/2012 7:00,1.511,2.36,6.01,8.09,11.16,                 
8/02/2012 8:00,1.493,2.69,5.85,8.11,9.5,                 
8/02/2012 9:00,1.604,2.67,5.66,7.69,10.27,                 
8/02/2012 10:00,1.514,2.67,5.76,7.63,10.27,                 
8/02/2012 11:00,1.519,2.54,5.77,7.48,10.27,                 
8/02/2012 12:00,1.505,2.44,5.71,7.27,10.27,                 
8/02/2012 13:00,1.556,2.31,5.82,7.59,9.5,                 
8/02/2012 14:00,1.549,2.46,5.62,7.44,10.27,                 
8/02/2012 15:00,1.527,2.38,5.4,6.97,10.27,                 
8/02/2012 16:00,1.516,2.5,5.59,7.1,10.27,                 
8/02/2012 17:00,1.467,2.76,5.29,6.81,8.85,                 
8/02/2012 18:00,1.522,2.87,5.79,7.32,10.27,                 
8/02/2012 19:00,1.513,2.49,5.91,7.67,10.27,                 
8/02/2012 20:00,1.393,2.3,5.68,7.3,12.23,                 
8/02/2012 21:00,1.361,2.05,5.8,7.27,10.27,                 
8/02/2012 22:00,1.341,2.24,5.78,7.55,10.27,                 
8/02/2012 23:00,1.387,2.33,6.1,8.01,10.27,                 
9/02/2012 0:00,1.41,2.4,5.89,7.95,9.5,                 
9/02/2012 1:00,1.24,2.74,5.49,7.42,9.5,                 
9/02/2012 2:00,1.238,2,5.64,7.59,9.5,                 
9/02/2012 3:00,1.398,2.5,5.69,7.39,9.5,                 
9/02/2012 4:00,1.357,2.28,5.51,7.67,8.85,                 
9/02/2012 5:00,1.389,2.33,5.57,7.44,9.5,                 
9/02/2012 6:00,1.308,1.97,5.58,7.2,8.85,                 
9/02/2012 7:00,1.387,2.4,5.7,7.33,9.5,                 
9/02/2012 8:00,1.393,2.55,5.51,7.13,9.5,                 
9/02/2012 9:00,1.47,2.35,5.75,7.85,9.5,                 
9/02/2012 10:00,1.52,2.46,5.87,7.66,8.85,                 
9/02/2012 11:00,1.666,2.79,6.24,7.94,8.85,                 
9/02/2012 12:00,1.607,2.75,6.58,8.31,8.85,                 
9/02/2012 13:00,1.507,2.69,5.85,8.15,8.27,                 
9/02/2012 14:00,1.508,2.41,5.93,8.07,9.5,                 
9/02/2012 15:00,1.447,2.55,5.9,7.83,8.85,                 
9/02/2012 16:00,1.452,2.86,5.72,7.67,8.27,                 
9/02/2012 17:00,1.465,2.26,5.65,7.52,8.85,                 
9/02/2012 18:00,1.499,2.5,5.42,7.43,8.85,                 
9/02/2012 19:00,1.406,2.41,5.14,6.83,8.27,                 
9/02/2012 20:00,1.577,2.7,5.42,7.42,8.27,                 
9/02/2012 21:00,1.57,2.45,5.32,6.7,7.77,                 
9/02/2012 22:00,1.53,2.7,5.04,6.51,8.27,                 
9/02/2012 23:00,1.606,2.48,5.12,6.72,9.5,                 
10/02/2012 0:00,1.669,2.94,5.11,6.5,8.27,                 
10/02/2012 1:00,1.721,3.14,5.34,6.58,8.85,                 
10/02/2012 2:00,1.747,3.05,5.47,6.69,8.27,                 
10/02/2012 3:00,1.815,2.8,5.57,7.09,9.5,                 
10/02/2012 4:00,1.76,2.85,5.49,6.91,8.27,                 
10/02/2012 5:00,1.801,3.2,5.19,6.6,8.85,                 
10/02/2012 6:00,1.687,2.75,5.24,6.51,8.27,                 
10/02/2012 7:00,1.768,3.11,5.28,6.74,8.85,                 
10/02/2012 8:00,1.652,2.64,5.49,6.9,9.5,                 
10/02/2012 9:00,1.622,2.74,5.31,6.85,8.85,                 
10/02/2012 10:00,1.685,3.43,5.43,6.98,8.85,                 
10/02/2012 11:00,1.594,3.63,5.19,6.63,7.77,                 
10/02/2012 12:00,1.782,3.29,5.3,6.97,7.33,                 
10/02/2012 13:00,1.682,3.05,5.27,6.51,8.85,                 
10/02/2012 14:00,1.682,2.77,5.18,6.52,8.27,                 
10/02/2012 15:00,1.625,2.61,4.98,6.65,5.96,                 
10/02/2012 16:00,1.645,2.78,5.03,6.31,8.85,                 
10/02/2012 18:00,1.818,3,5.29,6.44,6.25,                 
10/02/2012 19:00,1.657,2.7,5.48,6.75,8.27,                 
10/02/2012 20:00,1.668,3.11,5.27,6.7,6.25,                 
10/02/2012 21:00,1.644,3.17,5.31,6.53,8.27,                 
10/02/2012 22:00,1.532,2.89,5.41,6.84,8.27,                 
10/02/2012 23:00,1.442,2.51,5.39,6.98,8.27,                 
11/02/2012 0:00,1.443,2.5,5.25,6.81,6.57,                 
11/02/2012 1:00,1.439,2.57,5.14,6.64,6.25,                 
11/02/2012 2:00,1.362,2.96,4.99,6.25,11.16,                 
11/02/2012 3:00,1.451,2.45,4.97,6.39,7.33,                 
11/02/2012 4:00,1.476,2.23,5.21,6.57,11.16,                 
11/02/2012 5:00,1.413,2.42,5.34,6.54,7.77,                 
11/02/2012 6:00,1.311,2.7,5.33,6.74,7.77,                 
11/02/2012 7:00,1.386,2.62,5.56,6.8,7.33,                 
11/02/2012 8:00,1.344,2.15,5.18,6.67,7.33,                 
11/02/2012 9:00,1.331,2.08,5.55,6.82,7.77,                 
11/02/2012 10:00,1.313,2.19,5.74,6.95,7.33,                 
11/02/2012 11:00,1.232,2.25,5.53,7.02,7.77,                 
11/02/2012 12:00,1.247,2.16,5.38,6.98,8.27,                 
11/02/2012 13:00,1.276,1.93,5.55,6.82,6.93,                 
11/02/2012 14:00,1.172,1.95,5.59,6.98,6.93,                 
11/02/2012 15:00,1.18,2.06,5.56,7.04,7.77,                 
11/02/2012 16:00,1.173,2.15,5.55,7.01,6.93,                 
11/02/2012 17:00,1.1,1.92,5.48,7.11,7.33,                 
11/02/2012 18:00,1.079,1.67,5.88,7.48,7.77,                 
11/02/2012 19:00,1.007,1.6,5.67,7.34,7.77,                 
11/02/2012 20:00,1.073,1.91,6.27,7.9,8.27,                 
11/02/2012 21:00,1.001,2.2,6.31,7.8,10.27,                 
11/02/2012 22:00,0.995,1.54,6.25,7.61,7.33,                 
11/02/2012 23:00,0.965,1.58,6.39,8.13,10.27,                 
12/02/2012 0:00,0.998,1.71,6.42,7.89,8.27,                 
12/02/2012 1:00,1.025,1.93,6.43,8.24,9.5,                 
12/02/2012 2:00,0.99,1.7,6.25,7.63,7.33,                 
12/02/2012 3:00,1.117,1.93,6.42,8.03,10.27,                 
12/02/2012 4:00,1.112,1.93,6.25,8.4,9.5,                 
12/02/2012 5:00,1.184,2.03,5.97,8.15,8.85,                 
12/02/2012 6:00,1.235,2.14,5.98,7.98,9.5,                 
12/02/2012 7:00,1.312,2.13,6.62,8.16,8.85,                 
12/02/2012 8:00,1.289,2.23,6.7,8.51,9.5,                 
12/02/2012 9:00,1.272,2.05,6.75,8.5,8.85,                 
12/02/2012 10:00,1.213,2.22,6.12,7.84,9.5,                 
12/02/2012 11:00,1.148,1.83,6.22,8.03,9.5,                 
12/02/2012 12:00,1.326,2.23,6.48,8.28,10.27,                 
12/02/2012 13:00,1.388,2.43,7.1,8.45,7.77,                 
12/02/2012 14:00,1.4,2.19,6.81,8.44,8.85,                 
12/02/2012 15:00,1.437,2.89,6.92,8.13,8.27,                 
12/02/2012 16:00,1.355,2.07,6.9,8.1,7.77,                 
12/02/2012 17:00,1.475,2.58,7.15,8.63,9.5,                 
12/02/2012 18:00,1.476,2.48,7.59,8.43,9.5,                 
12/02/2012 19:00,1.373,2.43,7.09,8.35,8.27,                 
12/02/2012 20:00,1.219,1.88,7.42,8.44,8.27,                 
12/02/2012 21:00,1.288,2.22,7.18,8.37,8.27,                 
12/02/2012 22:00,1.435,2.83,6.97,8.31,8.27,                 
12/02/2012 23:00,1.465,2.54,7.16,8.33,7.77,                 
13/02/2012 0:00,1.444,2.73,6.92,8.18,7.77,                 
13/02/2012 1:00,1.423,2.35,7.18,8.26,8.27,                 
13/02/2012 2:00,1.401,2.3,7.11,8.31,8.27,                 
13/02/2012 3:00,1.381,2.31,6.84,7.97,8.27,                 
13/02/2012 4:00,1.461,2.12,6.97,8.26,10.27,                 
13/02/2012 5:00,1.472,2.53,6.86,8.17,8.85,                 
13/02/2012 6:00,1.381,2.31,6.62,8.25,7.33,                 
13/02/2012 7:00,1.392,2.62,6.86,8.45,10.27,                 
13/02/2012 8:00,1.391,2.16,6.71,8.27,9.5,                 
13/02/2012 9:00,1.368,2.21,6.89,8.29,11.16,                 
13/02/2012 10:00,1.297,2.39,6.48,8.24,8.27,                 
13/02/2012 11:00,1.393,2.51,6.54,8.01,11.16,                 
13/02/2012 12:00,1.444,2.51,6.72,8.23,8.85,                 
13/02/2012 13:00,1.483,2.34,6.7,8.18,8.85,                 
13/02/2012 14:00,1.368,2.17,6.64,8.33,8.27,                 
13/02/2012 15:00,1.329,2.15,6.52,8.11,8.85,                 
13/02/2012 16:00,1.457,2.6,6.71,8.34,8.27,                 
13/02/2012 17:00,1.347,2.32,6.53,8.78,8.27,                 
13/02/2012 18:00,1.342,2.64,6.59,8.45,8.27,                 
13/02/2012 19:00,1.375,2.09,6.67,8.46,8.27,                 
13/02/2012 20:00,1.324,2.41,6.59,8.4,8.27,                 
13/02/2012 21:00,1.195,2.01,6.36,8.05,8.27,                 
13/02/2012 22:00,1.168,2.08,6.45,8.57,8.27,                 
13/02/2012 23:00,1.297,2.19,7.23,8.86,8.27,                 
14/02/2012 1:00,1.164,1.86,6.71,8.37,10.27,                 
14/02/2012 2:00,1.222,1.95,7.09,8.45,10.27,                 
14/02/2012 3:00,1.238,2.17,7.04,8.5,9.5,                 
14/02/2012 4:00,1.264,2.31,6.93,8.43,8.85,                 
14/02/2012 5:00,1.268,2.62,6.37,8.21,8.27,                 
14/02/2012 6:00,1.325,2.21,6.28,8.23,8.27,                 
14/02/2012 7:00,1.456,2.8,6.48,8.42,9.5,                 
14/02/2012 8:00,1.335,2.11,5.98,8.49,9.5,                 
14/02/2012 9:00,1.415,2.58,6.15,8.21,10.27,                 
14/02/2012 10:00,1.349,2.41,6.35,8.64,9.5,                 
14/02/2012 11:00,1.428,2.51,6.86,8.7,10.27,                 
14/02/2012 12:00,1.506,2.8,7.19,8.66,9.5,                 
14/02/2012 13:00,1.375,2.19,6.72,8.22,9.5,                 
14/02/2012 14:00,1.465,2.87,6.52,8.52,10.27,                 
14/02/2012 15:00,1.433,2.41,6.12,8.07,8.85,                 
14/02/2012 16:00,1.432,2.27,6.35,8.36,10.27,                 
14/02/2012 17:00,1.457,2.39,6.5,8.19,9.5,                 
14/02/2012 18:00,1.441,2.18,6.83,8.59,8.85,                 
14/02/2012 19:00,1.356,2.27,6.48,8.61,9.5,                 
14/02/2012 20:00,1.233,2.28,6.45,8.24,9.5,                 
14/02/2012 21:00,1.284,2.29,6.41,8.34,8.85,                 
14/02/2012 22:00,1.468,2.38,6.97,8.61,8.85,                 
14/02/2012 23:00,1.268,2.7,6.34,8.23,8.85,                 
15/02/2012 0:00,1.315,2.31,6.05,8,9.5,                 
15/02/2012 1:00,1.396,2.31,5.98,7.92,8.85,                 
15/02/2012 2:00,1.389,2.26,6.22,7.97,8.85,                 
15/02/2012 3:00,1.348,2.38,6,7.94,8.85,                 
15/02/2012 4:00,1.338,2.3,5.71,7.62,8.85,                 
15/02/2012 5:00,1.388,2.14,5.72,7.69,8.85,                 
15/02/2012 6:00,1.367,2.15,5.86,7.72,8.85,                 
15/02/2012 7:00,1.416,2.16,5.94,7.69,8.85,                 
15/02/2012 8:00,1.37,2.55,5.9,7.8,8.27,                 
15/02/2012 9:00,1.224,2.22,5.82,7.47,8.85,                 
15/02/2012 10:00,1.359,2.51,6.57,8.21,8.85,                 
15/02/2012 11:00,1.272,2.31,6.27,7.72,7.33,                 
15/02/2012 12:00,1.272,2.17,6.66,8.01,8.85,                 
15/02/2012 13:00,1.219,2.05,6.64,8.05,7.77,                 
15/02/2012 14:00,1.196,2.46,7,8.15,7.77,                 
15/02/2012 15:00,1.412,2.12,6.9,8.05,7.77,                 
15/02/2012 16:00,1.384,2.29,6.4,7.87,8.27,                 
15/02/2012 17:00,1.198,1.97,6.21,7.92,7.77,                 
15/02/2012 18:00,1.341,2.28,6.62,8.13,8.27,                 
15/02/2012 19:00,1.215,2.18,5.68,7.63,7.77,                 
15/02/2012 20:00,1.267,2.31,5.47,7.45,8.85,                 
15/02/2012 21:00,1.151,1.88,5.19,7.17,8.27,                 
15/02/2012 22:00,1.128,1.92,5.15,6.98,8.85,                 
15/02/2012 23:00,1.13,1.78,5.26,7.06,8.85,                 
16/02/2012 0:00,1.079,1.79,5.33,7.38,8.27,                 
16/02/2012 1:00,1.094,1.89,5.57,7.52,8.85,                 
16/02/2012 2:00,1.088,1.88,5.85,7.89,8.27,                 
16/02/2012 3:00,1.085,1.72,5.73,7.83,8.27,                 
16/02/2012 4:00,1.039,1.51,5.84,7.74,8.27,                 
16/02/2012 5:00,1.019,1.9,5.72,7.77,8.27,                 
16/02/2012 6:00,1.045,1.66,6.23,8.09,8.85,                 
16/02/2012 7:00,0.947,1.64,6.07,7.98,7.77,                 
16/02/2012 8:00,1.056,1.67,5.83,8.37,7.77,                 
16/02/2012 9:00,0.996,1.77,5.45,7.86,8.27,                 
16/02/2012 10:00,0.988,1.79,5.55,8.11,8.27,                 
16/02/2012 11:00,1.054,2.13,5.14,7.64,7.77,                 
16/02/2012 13:00,0.958,1.75,4.18,5.97,8.27,                 
16/02/2012 14:00,1.047,1.74,4.27,6.17,8.27,                 
16/02/2012 15:00,1.034,2.27,4.33,6.26,9.5,                 
16/02/2012 16:00,1.116,2,4.42,6.1,8.27,                 
16/02/2012 17:00,1.107,1.83,4.43,5.99,8.27,                 
16/02/2012 18:00,1.169,2.41,4.44,5.89,8.27,                 
16/02/2012 19:00,1.114,1.96,4.25,5.69,9.5,                 
16/02/2012 20:00,1.139,1.85,4.22,5.45,8.85,                 
16/02/2012 21:00,1.125,1.99,4.5,5.99,8.27,                 
16/02/2012 22:00,1.036,1.73,4.48,6.13,8.27,                 
16/02/2012 23:00,1.012,1.83,4.68,5.82,9.5,                 
17/02/2012 0:00,1.123,2.37,4.73,6.33,10.27,                 
17/02/2012 1:00,0.99,1.64,4.49,5.89,9.5,                 
17/02/2012 2:00,1.127,1.68,4.68,5.91,4.5,                 
17/02/2012 3:00,1.031,1.84,4.77,6.17,8.85,                 
17/02/2012 4:00,1.06,1.87,5.06,7.12,8.27,                 
17/02/2012 5:00,1.058,1.56,4.92,6.89,9.5,                 
17/02/2012 6:00,1.005,1.53,5.26,7.35,9.5,                 
17/02/2012 7:00,1.01,1.64,5,7.12,8.85,                 
17/02/2012 8:00,1.032,1.83,5.31,7.5,9.5,                 
17/02/2012 9:00,0.996,1.7,5.27,7.32,8.85,                 
17/02/2012 10:00,0.969,1.72,5.23,7.65,8.85,                 
17/02/2012 11:00,0.978,1.54,4.91,7.18,9.5,                 
17/02/2012 12:00,0.936,1.7,4.48,6.33,8.85,                 
17/02/2012 13:00,0.999,1.62,4.62,6.57,9.5,                 
17/02/2012 14:00,1.04,1.7,4.69,6.81,9.5,                 
17/02/2012 15:00,1.014,1.66,4.45,6.38,9.5,                 
17/02/2012 16:00,0.974,1.86,4.48,6.6,8.85,                 
17/02/2012 17:00,0.992,2.03,4.8,6.95,9.5,                 
17/02/2012 18:00,0.946,1.52,4.6,6.45,8.85,                 
17/02/2012 19:00,0.929,1.52,4.85,6.66,8.85,                 
17/02/2012 20:00,0.99,1.66,5.01,6.91,9.5,                 
17/02/2012 21:00,0.966,1.78,4.68,6.27,9.5,                 
17/02/2012 22:00,0.964,1.56,5.33,7.17,8.85,                 
17/02/2012 23:00,0.896,1.37,5.63,7.33,8.27,                 
