(C)  Manly Hydraulics Laboratory,,,,,,
,,,,,,
,,,,,,
Date Generated:,1-Nov-17,,,,,
,,,,,,
PORT KEMBLA WAVE DATA,,,,,,
,,,,,,
Selection Restrictions : ,,DATA_STATUS <= 6.0000,,,,
,,,,,,
        Date/Time,    Hsig (m),    Hmax (m),    Tz (s),    Tsig (m),    T P1 (s),    WDIR (deg TN)
26/03/2011 17:00,3.011,5.18,7.62,9.88,11.16,                 
26/03/2011 18:00,2.848,4.89,7.16,9.23,11.16,                 
26/03/2011 19:00,3,4.84,7.55,9.56,10.27,                 
26/03/2011 20:00,2.888,4.41,7.05,9.1,10.27,                 
26/03/2011 21:00,2.858,4.41,6.96,9.21,10.27,                 
26/03/2011 22:00,2.686,4.93,6.71,8.96,11.16,                 
26/03/2011 23:00,2.653,4.89,6.72,9.01,10.27,                 
27/03/2011 0:00,2.382,4.01,7.71,9.55,10.27,                 
27/03/2011 3:00,2.635,4.11,7.15,8.86,10.27,                 
27/03/2011 4:00,2.628,4.21,7.07,8.84,10.27,                 
27/03/2011 5:00,2.898,5.19,6.72,8.87,10.27,                 
27/03/2011 6:00,2.713,4.72,6.94,9.04,10.27,                 
27/03/2011 14:00,2.066,4.16,6.8,8.74,9.5,                 
27/03/2011 15:00,1.924,2.78,6.6,8.68,10.27,                 
27/03/2011 16:00,1.846,3.51,6.69,8.26,10.27,                 
27/03/2011 17:00,1.811,3.52,6.68,8.39,9.5,                 
27/03/2011 18:00,1.606,3.41,6.62,8.51,8.85,                 
27/03/2011 19:00,1.745,3.14,6.45,8.22,9.5,                 
27/03/2011 20:00,1.725,2.3,6.73,8.44,8.85,                 
27/03/2011 21:00,1.718,2.87,6.53,8.41,10.27,                 
27/03/2011 22:00,1.747,2.85,6.16,8.37,10.27,                 
27/03/2011 23:00,1.807,3.68,6.13,8.16,8.85,                 
28/03/2011 0:00,1.735,3.32,6.13,7.92,9.5,                 
28/03/2011 1:00,1.571,2.48,5.98,7.76,8.85,                 
28/03/2011 2:00,1.665,2.56,6.28,8.09,8.85,                 
28/03/2011 3:00,1.576,2.48,6.2,8.32,8.85,                 
28/03/2011 4:00,1.519,2.58,6.2,8.08,9.5,                 
28/03/2011 5:00,1.498,2.8,6.15,8.24,9.5,                 
28/03/2011 6:00,1.321,2.77,6.3,8.23,10.27,                 
28/03/2011 7:00,1.446,2.46,6.49,8.48,9.5,                 
28/03/2011 8:00,1.315,2.76,6.55,8.69,9.5,                 
28/03/2011 9:00,1.434,2.68,6.45,8.76,9.5,                 
28/03/2011 10:00,1.406,2.27,6.73,9.05,9.5,                 
28/03/2011 11:00,1.44,2.55,6.76,9.1,9.5,                 
28/03/2011 12:00,1.344,2,6.86,9.12,9.5,                 
28/03/2011 13:00,1.33,2.3,6.63,9.23,9.5,                 
28/03/2011 14:00,1.349,2.43,6.69,9,8.85,                 
28/03/2011 15:00,1.369,2.2,6.53,9.48,13.52,                 
28/03/2011 16:00,1.254,2.06,6.58,9.54,8.85,                 
28/03/2011 17:00,1.277,2.2,6.81,9.16,8.27,                 
28/03/2011 18:00,1.285,2.12,7.01,9.19,12.23,                 
28/03/2011 19:00,1.361,2.2,6.93,9.7,13.52,                 
28/03/2011 20:00,1.401,2.31,7.17,10.18,13.52,                 
28/03/2011 21:00,1.369,2.41,7,10.08,13.52,                 
28/03/2011 22:00,1.418,2.49,7.35,10.13,13.52,                 
28/03/2011 23:00,1.404,2.3,7.47,10.5,12.23,                 
29/03/2011 0:00,1.399,2.25,7.63,10.93,13.52,                 
29/03/2011 1:00,1.548,2.6,7.51,10.74,13.52,                 
29/03/2011 2:00,1.499,2.41,7.73,10.77,13.52,                 
29/03/2011 3:00,1.368,2.25,7.15,10.05,15.11,                 
29/03/2011 4:00,1.435,2.27,7.98,10.7,12.23,                 
29/03/2011 5:00,1.532,2.54,8.33,11.92,15.11,                 
29/03/2011 6:00,1.506,2.68,8.13,11.35,15.11,                 
29/03/2011 7:00,1.513,2.88,7.71,11.52,12.23,                 
29/03/2011 8:00,1.595,2.82,7.17,10.73,12.23,                 
29/03/2011 9:00,1.751,3.44,6.67,10.15,13.52,                 
29/03/2011 10:00,1.6,3.34,6.65,10.23,13.52,                 
29/03/2011 11:00,1.578,2.65,6.96,10.49,13.52,                 
29/03/2011 12:00,1.564,3.19,7.12,10.64,12.23,                 
29/03/2011 13:00,1.632,2.91,6.66,9.75,12.23,                 
29/03/2011 14:00,1.653,2.73,6.09,8.98,13.52,                 
29/03/2011 15:00,1.646,2.82,5.71,8.06,13.52,                 
29/03/2011 16:00,1.627,3.26,5.36,7.8,12.23,                 
29/03/2011 17:00,1.605,2.67,5.45,7.92,13.52,                 
29/03/2011 18:00,1.672,3.12,5.41,7.39,12.23,                 
29/03/2011 19:00,1.79,2.86,6.02,8.54,13.52,                 
29/03/2011 20:00,1.686,2.93,5.77,8.37,13.52,                 
29/03/2011 21:00,1.644,3.11,5.76,8.59,13.52,                 
29/03/2011 22:00,1.653,2.85,6.27,9.35,13.52,                 
29/03/2011 23:00,1.604,2.66,6.09,8.78,15.11,                 
30/03/2011 0:00,1.507,2.56,5.81,8.65,13.52,                 
30/03/2011 1:00,1.651,2.69,6.49,9.31,13.52,                 
30/03/2011 2:00,1.621,3.13,6.41,9.27,13.52,                 
30/03/2011 3:00,1.528,2.67,6.22,8.85,12.23,                 
30/03/2011 4:00,1.519,2.52,6.84,10.27,13.52,                 
30/03/2011 5:00,1.412,2.73,6.89,10.25,12.23,                 
30/03/2011 6:00,1.283,2.34,7.06,10.58,13.52,                 
30/03/2011 7:00,1.39,2.61,7.34,10.78,12.23,                 
30/03/2011 8:00,1.411,2.21,7.3,10.89,13.52,                 
30/03/2011 9:00,1.366,2.2,7.67,10.96,13.52,                 
30/03/2011 10:00,1.294,2.18,7.46,11.34,13.52,                 
30/03/2011 11:00,1.395,2.2,8.45,11.82,13.52,                 
30/03/2011 12:00,1.271,2,8.13,11.15,13.52,                 
30/03/2011 13:00,1.26,2.09,7.49,11.27,13.52,                 
30/03/2011 14:00,1.136,2,6.35,10.22,13.52,                 
30/03/2011 15:00,1.295,2.22,6.45,10.35,13.52,                 
30/03/2011 16:00,1.23,2.4,5.78,9.11,13.52,                 
30/03/2011 17:00,1.234,2.48,5.95,9.87,13.52,                 
30/03/2011 18:00,1.308,2.17,6.19,10.13,13.52,                 
30/03/2011 19:00,1.204,2.25,5.9,9.83,13.52,                 
30/03/2011 20:00,1.376,2.38,7.49,11.33,13.52,                 
30/03/2011 21:00,1.24,1.91,7.58,11.5,12.23,                 
30/03/2011 22:00,1.304,2.32,8.56,11.58,13.52,                 
30/03/2011 23:00,1.346,2.37,8.38,12.41,13.52,                 
31/03/2011 0:00,1.13,1.91,7.1,11.06,12.23,                 
31/03/2011 18:00,2.672,4.2,6.94,8.76,10.27,                 
31/03/2011 19:00,2.417,4.66,6.9,8.72,10.27,                 
31/03/2011 20:00,2.417,3.87,6.97,8.6,8.85,                 
31/03/2011 21:00,2.302,3.66,7.05,8.84,8.27,                 
31/03/2011 22:00,2.355,3.63,7.23,8.71,8.85,                 
31/03/2011 23:00,2.205,3.23,6.98,8.8,9.5,                 
1/04/2011 0:00,2.152,3.65,6.82,8.71,8.85,                 
